574457.77,215718.75,284966.12,294528.57,211575.83,231435.03,318977.10,285630.74,172856.88,98762.20,9126.66,-11827.41,-4531.31,137.24,1304237.31,991572.28,879590.12,830056.73,873721.94,943722.53,1054602.34,966655.87,715878.29,332753.19,49138.45,-16948.49,428.87,2475.35,2219185.08,2016316.46,2089293.99,1936441.64,1852176.52,1994703.94,2387374.78,2437028.89,1697419.28,650001.02,66875.06,-40035.85,2100.52,10957.13,3434656.07,3683245.28,3281699.86,3235215.40,2985947.69,3366708.70,3536047.38,3381990.51,2265220.80,849215.97,20338.84,-92716.03,-57307.08,11608.04,3698996.32,3343028.28,3597725.42,3004925.15,2995904.22,3659926.17,3757366.80,3356384.04,2311316.94,659130.70,-106558.28,-121626.41,-51610.25,4458.30,3432072.81,4072556.41,3504708.66,2650464.67,3593796.73,3236049.36,3276414.66,3204585.90,2442834.33,498692.36,-95843.42,-99648.73,-57603.16,6749.13,4305730.52,2976413.42,3100085.24,2594506.52,3402119.97,3127821.29,3259297.81,3421080.94,2573087.17,616052.76,-308035.40,-190491.22,-56053.84,-3111.01,1423659.40,1962826.08,1971359.32,1811866.91,1680425.99,2134804.73,2193443.99,1788623.20,1201137.03,-18525.85,-418186.64,-277345.13,-98529.67,-1299.20,43591.42,714775.21,624350.93,701544.50,647190.12,723846.57,1016196.86,909866.10,64786.73,-570415.11,-416166.37,-160456.12,-58460.37,-1748.01,0.00,35319.03,328866.10,286227.77,73653.57,257680.43,235651.26,-222323.38,-594387.26,-550324.00,-263711.25,-138892.64,-42835.20,-2082.16,0.00,0.00,24790.57,-62430.64,-323915.99,-382946.24,-445155.99,-268037.39,-341102.51,-294767.33,-133618.32,-49226.84,-31186.54,-4331.44,0.00,0.00,0.00,5630.73,-134997.28,-299327.16,-261159.45,-207615.17,-130785.60,-100503.42,-43000.61,-15291.25,-5868.36,-3049.55,0.00,0.00,0.00,0.00,0.00,-7250.19,-13102.78,-7878.61,-8099.42,-1940.28,-1550.99,-422.32,-387.78,-86.81
215718.75,391205.34,258473.61,266246.22,227034.17,265674.85,331736.04,319674.15,219071.72,134063.75,28265.64,-906.09,-1310.38,509.76,838821.44,756945.35,773192.47,785814.93,884970.00,982369.71,1147323.24,1082340.49,870050.36,468576.82,122588.27,8798.86,6449.47,4146.95,1457494.33,1496276.05,1809124.44,1869045.69,1894199.72,2116358.99,2467884.49,2529529.92,1933995.78,931735.47,195146.87,9658.37,11958.76,11554.06,2229221.60,2611150.84,2755991.63,2835302.22,2839293.89,3263761.08,3543690.36,3504980.68,2613414.06,1183996.60,176909.05,-26501.62,-17766.69,15498.59,2411722.28,2648281.74,2968645.73,2822019.17,2992208.79,3623651.47,3814506.64,3636520.19,2769683.14,1170698.32,98938.71,-68271.96,-26789.33,8937.37,2244119.32,2921294.95,2917916.70,2610669.47,3403027.97,3231241.92,3375012.15,3450064.50,2890645.42,1024104.85,145808.11,-49528.13,-31315.18,8808.22,2854734.95,2326492.39,2718904.61,2562279.50,3220133.10,3165030.86,3387538.21,3622973.06,2912332.54,967520.03,-111801.26,-155866.44,-52335.42,-3049.35,1004552.40,1598113.50,1906752.91,1934774.67,1969437.61,2372813.52,2536377.10,2246155.70,1736960.50,393275.47,-271204.07,-246011.26,-102641.20,-8068.46,27282.09,641766.85,804938.03,915165.24,905297.73,1018468.57,1258102.40,1127892.77,424941.65,-312480.12,-345157.95,-165393.13,-62175.70,-8015.43,0.00,28855.51,385431.80,433193.30,316341.02,450560.47,443467.33,79318.67,-273348.86,-414582.49,-229231.76,-139843.09,-53064.33,-5765.83,0.00,0.00,23570.44,15944.86,-141657.19,-199001.56,-258864.48,-132204.82,-231052.42,-232232.47,-121815.91,-56145.03,-36731.64,-7736.06,0.00,0.00,0.00,4068.42,-83575.65,-195884.06,-181032.16,-152969.23,-103004.82,-83571.79,-38947.57,-17672.41,-8788.72,-4431.82,0.00,0.00,0.00,0.00,0.00,-3933.19,-8347.47,-5739.53,-5383.09,-1110.67,-1163.33,-730.45,-713.04,-307.73
284966.12,258473.61,585911.36,376502.63,296169.90,359502.03,439625.84,432983.52,300871.50,181458.83,40543.87,2440.14,-1943.42,939.66,1160889.41,987074.81,1085487.45,1043419.34,1193833.70,1308005.35,1521591.04,1450888.63,1183665.32,645682.24,175937.82,20754.17,12787.23,5520.55,1970760.20,2032680.40,2417949.36,2552146.48,2619467.94,2933233.52,3313575.08,3371576.02,2585974.50,1336430.76,326113.44,63060.53,31241.81,16752.10,3026243.24,3596725.43,3737248.00,3860144.91,3895151.22,4516411.17,4864984.32,4780590.99,3642771.43,1790146.42,386859.97,54673.78,17796.71,26404.03,3224547.98,3728670.75,3995759.36,3962824.38,4089163.41,5000620.30,5305117.28,5092582.47,3887141.84,1762694.53,302090.24,-22796.74,10346.74,22696.72,3085685.32,3929411.92,4010939.77,3652823.32,4734951.07,4489953.95,4731379.92,4851160.03,4081097.54,1627954.88,407494.40,22511.54,-947.59,24123.64,3839837.51,3249246.20,3809942.86,3671073.62,4546011.06,4481677.02,4760127.58,4902822.94,4120301.45,1551341.24,54659.53,-85524.46,-20776.77,10194.23,1411499.11,2313996.15,2792709.30,2885352.74,2930637.90,3488952.68,3788511.68,3368866.34,2663070.34,898317.32,-142019.81,-229094.43,-86277.55,-2592.62,41075.33,955171.07,1195926.46,1368619.53,1317783.23,1505226.09,1830582.05,1743571.56,831421.81,-167926.83,-315677.05,-134136.80,-52756.65,-4595.42,0.00,48071.81,573157.87,657566.21,547115.78,727878.49,722182.43,275892.51,-177415.91,-406325.08,-220158.20,-137560.22,-49764.16,-2877.71,0.00,0.00,40554.80,77665.77,-102976.17,-172966.08,-241341.04,-82786.34,-221525.14,-241349.97,-125932.51,-52297.09,-37332.84,-7151.38,0.00,0.00,0.00,5610.51,-90758.59,-226692.30,-197826.11,-170637.19,-114412.66,-94053.60,-40328.04,-16651.72,-7217.02,-4705.46,0.00,0.00,0.00,0.00,0.00,-4030.67,-8424.41,-5462.70,-5481.87,-424.20,-898.55,-370.60,-609.86,-273.68
294528.57,266246.22,376502.63,689518.82,397868.90,384434.10,497529.95,506384.25,369671.74,229474.01,61101.68,8515.88,2597.71,1313.44,1071654.50,1069322.77,1150444.88,1234186.39,1308205.62,1466882.25,1741316.06,1682609.74,1399503.05,797852.58,246938.48,44656.26,25490.03,10230.85,1888981.79,2131760.95,2675059.49,2804922.08,2918290.21,3267545.94,3843658.01,3922127.69,3127271.65,1672331.72,468598.41,95888.53,54158.42,25232.11,2891072.12,3609591.08,4056098.09,4288938.07,4443244.83,5116192.98,5627236.17,5632552.13,4424545.60,2291610.62,599649.22,108825.23,33655.33,35953.48,3251298.95,3764072.83,4608575.76,4469175.39,4860904.99,5838919.04,6274765.96,6147555.31,4949533.03,2447861.26,562329.12,101464.85,44512.60,29800.08,2990100.73,4204450.14,4565218.96,4399451.28,5584217.58,5493904.70,5797645.87,5974988.47,5070473.73,2321815.52,687876.77,143046.88,54113.04,33973.20,3898240.15,3538432.38,4415330.79,4319097.39,5392029.69,5442224.71,5816544.83,6356275.87,5252854.38,2278849.36,345624.02,10653.99,4934.45,18494.16,1463894.00,2663236.28,3389502.33,3592439.35,3663057.10,4348211.37,4689288.14,4366995.21,3616188.10,1431958.73,53833.12,-173383.21,-72731.05,2371.53,42529.50,1208236.45,1654246.09,1917629.01,1965159.15,2191139.40,2610617.47,2465782.29,1435515.50,165007.63,-192608.12,-129051.73,-41841.99,87.45,0.00,60380.60,851614.69,1041490.37,934330.89,1158043.17,1163080.27,657442.91,127830.11,-266755.28,-168395.66,-121576.89,-45656.25,464.83,0.00,0.00,54954.61,198699.43,59354.99,-16104.88,-91284.95,64523.72,-121980.55,-202774.83,-114860.64,-48179.84,-35827.72,-7158.11,0.00,0.00,0.00,6808.90,-56628.49,-159147.99,-157405.53,-134135.81,-81883.65,-79764.17,-36064.34,-15331.86,-7743.44,-4872.26,0.00,0.00,0.00,0.00,0.00,-4287.39,-5633.44,-3367.78,-3853.49,879.95,-232.71,-258.69,-570.47,-271.59
211575.83,227034.17,296169.90,397868.90,590596.13,435930.56,432684.78,445672.45,350169.83,232091.22,85390.92,24901.91,6429.32,2499.93,741941.37,865149.65,1005559.77,1036795.39,1252694.51,1288164.51,1493506.25,1495467.72,1292826.55,820881.82,318245.64,88811.82,42153.65,12742.18,1341885.81,1703678.91,2244368.44,2487532.90,2597965.11,2913956.76,3340762.33,3385597.04,2777037.65,1736523.33,633197.68,212081.64,91030.85,27559.84,2034026.64,2724966.24,3256138.75,3547899.98,3756740.78,4308776.33,4781218.07,4821849.30,3982995.61,2354184.52,828526.48,261088.26,103129.05,41293.32,2204424.26,3068890.22,3653969.92,3909284.53,4163868.66,4983130.58,5478596.99,5502773.05,4473893.44,2576561.39,912494.90,284590.88,135418.14,43582.70,2112903.27,3193238.59,3740530.32,3886495.95,4798977.46,4907904.48,5223932.36,5387402.47,4704992.15,2600515.75,1075792.03,350424.54,140085.65,48543.40,2749870.09,2934687.60,3751472.53,3938175.25,4727296.11,4901479.51,5251758.08,5535350.94,4811128.52,2532902.14,794282.94,253413.06,104726.28,39292.27,1131183.96,2291784.76,3059574.19,3338140.90,3504824.52,4119493.88,4500154.69,4238323.72,3677235.06,1930383.45,502541.04,82487.71,38561.36,19426.07,36317.58,1066835.90,1615867.74,1908435.03,1980999.66,2213467.73,2548737.93,2535019.22,1785810.75,709670.15,175683.50,58048.60,30798.11,13283.92,0.00,60374.23,824752.62,1070861.62,1063290.12,1273995.24,1299248.26,960543.51,578191.09,155200.23,60237.66,4688.94,3212.08,10484.48,0.00,0.00,59497.90,282312.33,260444.48,231029.27,187875.56,313846.78,145031.29,17902.80,-226.64,5581.56,-6764.94,-196.67,0.00,0.00,0.00,5292.82,12982.33,-20553.97,-14856.79,-15522.83,7500.30,-9001.18,1092.45,917.80,1698.39,-1528.85,0.00,0.00,0.00,0.00,0.00,-2029.14,385.37,2604.22,1826.40,3915.56,1609.39,828.02,172.68,80.03
231435.03,265674.85,359502.03,384434.10,435930.56,676844.13,594226.84,503109.13,364056.20,238851.57,77549.16,18480.31,4783.17,2151.88,913010.01,964488.39,1166637.36,1191674.25,1315808.04,1579708.33,1786097.34,1641175.86,1423037.41,879549.69,305463.13,70906.24,30427.80,10015.29,1590763.27,1916122.08,2573144.09,2850728.15,2978305.37,3350920.78,3763515.68,3836901.94,3131053.29,1809857.95,573706.01,166600.69,70523.54,25232.14,2410737.74,3192244.15,3800981.20,4072667.81,4302147.00,4994877.98,5512809.75,5514286.50,4499739.58,2483612.51,741445.54,189574.58,74800.25,38950.88,2621761.62,3625491.94,4176205.22,4366478.90,4745620.48,5679392.75,6125022.55,6063790.74,4940270.86,2657480.46,728389.98,149851.74,79085.51,37624.25,2529590.06,3643812.92,4197527.01,4253039.10,5360009.76,5290759.63,5640253.20,5862683.26,5148819.55,2581757.35,882852.74,202815.35,87679.52,39168.51,3227942.94,3213425.30,4120984.46,4314042.64,5152447.84,5282587.16,5716472.99,6010836.39,5152650.15,2354896.63,487765.20,83285.91,38617.84,23148.34,1278885.71,2426338.44,3221520.23,3519267.45,3712853.07,4328497.34,4741084.47,4388271.21,3699839.91,1657212.97,211237.36,-101887.52,-45540.92,5695.87,33153.70,1118257.21,1633589.25,1908122.28,1948218.76,2177060.49,2532354.82,2405054.24,1518988.27,317665.38,-106664.97,-67599.19,-22871.22,436.76,0.00,56059.67,793386.37,1005622.47,967548.39,1167810.65,1195079.18,755581.34,278130.52,-143073.55,-111381.52,-92608.30,-36722.84,1277.49,0.00,0.00,52631.76,216153.92,136079.47,68799.32,10878.26,157121.39,-32310.47,-118994.85,-79253.58,-35947.56,-30064.25,-6187.91,0.00,0.00,0.00,5654.70,-29064.77,-113917.89,-104237.86,-90160.17,-56500.37,-59581.69,-24605.32,-12226.82,-5367.57,-4413.05,0.00,0.00,0.00,0.00,0.00,-2506.83,-3195.15,-1295.12,-1781.67,1872.80,309.87,-86.00,-548.70,-235.48
318977.10,331736.04,439625.84,497529.95,432684.78,594226.84,842394.40,755270.41,469443.61,268753.02,66747.51,4651.17,284.94,806.05,1217189.27,1247493.42,1464229.33,1490740.55,1651905.41,1833673.61,2261235.12,2126996.80,1699133.53,956622.88,279640.34,37506.65,22658.19,10063.19,2135003.13,2482644.38,3230061.21,3484075.91,3666817.20,4090481.06,4763715.10,4847638.80,3866385.07,2058076.59,525874.85,82274.23,49561.67,25898.83,3266343.15,4159070.01,4819236.23,5130364.80,5374603.50,6233828.86,6869761.86,6955881.94,5466339.62,2727707.16,583453.29,56416.84,5587.34,37720.09,3586016.78,4432408.13,5377375.15,5330454.13,5880244.96,7061529.67,7619510.23,7506685.38,6012230.84,2862705.98,510453.17,-4352.88,-2699.89,26777.28,3379637.91,4773894.86,5300695.88,5239657.33,6661970.79,6559972.18,6986463.97,7186189.08,6132045.54,2639691.76,638992.10,43748.76,2708.33,25432.12,4409444.18,4029128.68,5202268.79,5164827.69,6394397.39,6520236.09,6995599.95,7641264.08,6280241.43,2499983.06,170026.01,-145744.01,-67619.59,6153.85,1621644.58,3056942.83,3988668.30,4233064.67,4343256.82,5205337.91,5589434.19,5163971.58,4244933.17,1447244.59,-210438.72,-343890.63,-155047.05,-13754.48,51081.38,1355256.58,1950491.89,2257119.90,2279021.13,2556059.02,3009705.25,2807528.86,1531348.69,-58641.42,-444592.64,-264323.48,-93226.94,-12601.59,0.00,63177.40,975145.41,1205418.71,1083651.97,1323253.70,1316896.33,668709.26,7090.01,-499535.44,-309618.58,-215235.78,-86990.81,-8114.91,0.00,0.00,64317.70,216249.42,41913.22,-61701.30,-178070.38,10581.97,-236135.02,-323475.84,-183878.26,-88740.43,-63650.50,-14591.96,0.00,0.00,0.00,8122.55,-79769.51,-215092.80,-221182.98,-198947.42,-133271.54,-120916.55,-58510.99,-27815.83,-14327.73,-8579.94,0.00,0.00,0.00,0.00,0.00,-5083.37,-7910.64,-6647.47,-6452.68,400.76,-901.88,-1103.22,-1269.93,-639.04
285630.74,319674.15,432983.52,506384.25,445672.45,503109.13,755270.41,974687.69,681499.38,315661.92,84205.84,21867.98,6834.97,1849.28,1069962.19,1205277.48,1460651.79,1531370.69,1732429.71,1844600.75,2192455.68,2291366.15,1920481.12,1058157.89,350643.76,84973.23,45740.24,16323.72,1905086.27,2371288.24,3200290.54,3541651.85,3785108.63,4238378.72,4868082.05,5050676.93,4155133.39,2397678.81,757435.41,222511.68,102539.11,36560.87,2964011.08,4073688.47,4893222.06,5386925.29,5679924.29,6613259.71,7329348.13,7506368.21,6142391.35,3427490.84,1038779.30,273737.17,111963.82,54505.29,3310037.65,4454664.36,5525497.32,5774329.25,6309896.38,7589488.76,8269619.77,8382595.77,6909117.98,3727882.24,1058034.82,260533.39,121860.79,53335.58,3160977.08,4791855.39,5684587.06,5843715.17,7342479.11,7409482.53,7923860.16,8205318.64,7137485.69,3654960.89,1296878.03,334635.58,128803.43,55592.99,4161222.27,4305709.64,5716989.01,5864511.40,7133681.14,7430728.32,7980980.09,8621579.80,7348662.33,3525617.37,854357.43,169878.37,61850.60,35534.49,1661371.04,3438525.59,4631601.64,5030577.32,5245949.05,6150723.87,6681615.31,6358898.98,5446209.94,2526363.82,399483.10,-67516.60,-33302.97,9711.28,54603.43,1628214.44,2468007.59,2876808.35,2951766.04,3290685.65,3822598.24,3774927.59,2537809.87,778214.89,8900.62,-68548.57,-15120.42,5611.54,0.00,89789.30,1291052.61,1667445.50,1633634.01,1918834.76,1943949.55,1352075.54,709164.58,506.66,-57132.96,-90016.10,-38337.18,5006.55,0.00,0.00,94105.72,448225.99,402234.54,328430.40,232433.70,379910.74,91467.49,-88026.13,-72460.95,-35421.92,-35725.84,-7216.46,0.00,0.00,0.00,8839.74,7363.40,-56222.27,-66565.93,-73618.89,-33395.06,-53359.81,-22537.39,-11861.17,-5798.79,-5666.59,0.00,0.00,0.00,0.00,0.00,-2141.07,635.71,862.89,305.30,4305.79,1377.21,216.68,-521.75,-286.51
172856.88,219071.72,300871.50,369671.74,350169.83,364056.20,469443.61,681499.38,660448.48,356647.15,103055.75,33345.85,14662.56,3056.27,570369.33,824416.81,1061924.30,1168888.35,1312370.04,1406731.08,1586093.54,1670966.50,1569844.89,964495.11,380594.12,128823.50,66510.50,19724.21,1083994.70,1608982.21,2289336.49,2630464.96,2862747.92,3198204.13,3672022.22,3801432.44,3302374.29,2156266.39,874338.94,328437.52,144697.37,40885.98,1676830.83,2690533.68,3496042.25,4000692.29,4325396.49,4971184.23,5590044.96,5757808.10,5005399.33,3240166.27,1317632.33,485046.20,209293.41,61045.15,1976835.90,3090826.46,4122567.03,4509894.04,4973910.41,5901823.87,6510724.89,6749061.27,5887529.83,3694583.51,1477912.41,548934.77,254100.37,70634.52,1901215.15,3319305.59,4326727.86,4715747.91,5755150.14,6007807.10,6506928.85,6783709.34,6063522.56,3775635.13,1714850.44,632294.34,273690.37,77451.21,2536264.73,3246484.53,4462397.75,4745469.36,5673917.95,6078257.76,6541666.80,7038550.13,6247667.16,3703026.46,1448039.54,552028.89,222068.07,64403.28,1163605.01,2765197.72,3842452.60,4344214.85,4588522.79,5275095.93,5805986.02,5714334.74,5125437.15,3034573.13,1067940.96,326365.45,139501.22,38695.50,39509.15,1428202.81,2268399.68,2697530.75,2838185.23,3158668.49,3606290.62,3673549.99,2909754.57,1556971.85,579917.86,206048.44,97051.90,28720.66,0.00,89300.68,1227607.15,1645601.88,1736366.51,1980562.90,2034622.53,1747488.06,1327710.89,625148.24,283054.71,108679.08,41801.84,21042.16,0.00,0.00,89057.33,533979.58,649879.16,637877.96,611824.30,680572.41,450348.99,221623.49,88156.86,47887.41,14045.30,4855.54,0.00,0.00,0.00,6632.22,102427.84,145103.53,127502.48,103752.83,96552.96,44748.32,28192.62,13357.54,7056.11,100.16,0.00,0.00,0.00,0.00,0.00,2075.51,9760.58,9259.72,7780.40,7376.92,3682.95,1930.80,710.31,265.96
98762.20,134063.75,181458.83,229474.01,232091.22,238851.57,268753.02,315661.92,356647.15,348763.98,141090.77,37862.79,15804.54,2934.65,242898.27,504816.11,653847.04,765375.74,814439.66,888302.07,994677.46,1001624.88,911015.20,714585.85,356197.99,133400.12,64160.82,17470.69,512985.80,975608.48,1369390.77,1624821.74,1775211.81,1965350.28,2284222.55,2336125.37,2120039.61,1539648.45,754941.51,303395.97,135506.15,34696.62,770685.11,1444656.07,2053106.72,2377378.45,2616731.37,2892541.66,3289414.42,3432838.82,3114809.28,2304052.73,1137866.02,476962.86,201298.77,52252.35,974310.67,1742789.99,2561160.41,2850482.75,3196425.72,3649895.36,4041795.84,4198395.66,3857990.57,2754177.60,1371738.73,597149.61,261064.57,62305.76,967910.75,1904069.54,2681609.09,3049540.60,3530994.02,3836224.28,4227915.90,4405802.18,4034880.28,2921185.15,1526048.35,679482.92,292285.36,69988.95,1285959.64,2032881.24,2747165.70,3011789.16,3547938.15,3939852.28,4236448.80,4523949.53,4112079.33,2924376.46,1431972.67,634826.48,265769.22,65976.85,657209.93,1801261.94,2469633.45,2887518.41,3077100.73,3531932.06,3896224.85,3953605.51,3658816.48,2520801.18,1177779.42,475935.48,204403.16,48478.89,24022.36,963023.78,1589749.63,1936075.78,2087900.24,2329620.12,2614151.03,2708613.22,2362414.71,1593923.91,759949.61,307750.34,141800.92,36941.85,0.00,67169.78,896341.25,1237627.34,1360086.82,1525940.66,1584610.39,1532389.08,1328457.73,820282.12,413830.36,193795.51,79073.67,25853.92,0.00,0.00,62756.81,437822.18,599955.51,636945.63,646153.04,651900.90,520705.83,328401.48,157149.43,82731.17,37356.54,10899.06,0.00,0.00,0.00,3635.37,118962.28,197288.68,186682.96,166656.72,135910.00,83370.29,45496.63,22989.84,11994.98,3500.65,0.00,0.00,0.00,0.00,0.00,3565.31,10570.90,10428.80,9185.14,6917.04,3732.47,2276.16,1205.09,518.54
