 vert 50
Flux_47, 9.83287719042789443e-01,9.89747485453556397e-01,9.94288142994938395e-01,9.95541418126359434e-01,9.96434062583938074e-01,9.95174164955502927e-01,9.95114689651429241e-01,9.94871211471368699e-01,9.93853804393595497e-01,9.92357462637992405e-01,9.91595527608989724e-01,9.96109306059214883e-01,9.96123367225977274e-01,9.94215348424298817e-01
Flux_48, 9.33195695847972795e-01,9.39646222358465955e-01,9.43301136294084741e-01,9.44986376447437881e-01,9.46096838184142919e-01,9.47444273089013023e-01,9.46953158186854327e-01,9.43746023020728630e-01,9.40599653835441196e-01,9.39967176255508408e-01,9.40265108227177127e-01,9.38116437924428004e-01,9.38064562272306057e-01,9.38248574321801310e-01
Flux_49, 8.73487364985972570e-01,8.81323533332754039e-01,8.84629151511751699e-01,8.84854349237914395e-01,8.84926630903795419e-01,8.85907326246092253e-01,8.84975777281482023e-01,8.85487895323516017e-01,8.82372277917922276e-01,8.82881576905418797e-01,8.82106334387186108e-01,8.83040384223963248e-01,8.92306710850736762e-01,8.84108575931882079e-01
Flux_50, 1.14239761086542191e+00,1.14972238674682403e+00,1.15532804925083643e+00,1.15790122637421167e+00,1.15793970444369543e+00,1.15959932177068081e+00,1.15771447832551111e+00,1.15162312195792294e+00,1.15267059535287841e+00,1.15421500297889734e+00,1.15364785658398472e+00,1.14917858818752605e+00,1.16642805776548664e+00,1.17275855621729730e+00
Flux_51, 1.02346507534028297e+00,1.02898074983749965e+00,1.03353217284668597e+00,1.03537857870343908e+00,1.03611231523930147e+00,1.03598329098715514e+00,1.03531331890483758e+00,1.03228313822895501e+00,1.03201150246266615e+00,1.03098240637046112e+00,1.03432189828980081e+00,1.03123233365424904e+00,1.01540735015552097e+00,1.03456349739015607e+00
Flux_52, 1.05356700537377668e+00,1.06134613151087409e+00,1.06479503969369560e+00,1.06588659954116949e+00,1.06553199604799631e+00,1.06668518859425299e+00,1.06795406797496950e+00,1.06408671980346248e+00,1.06469905382983954e+00,1.06544426195424080e+00,1.06329246881909212e+00,1.05964588016144101e+00,1.06374137336361541e+00,1.06663005184259618e+00
Flux_53, 9.52131548726546040e-01,9.58515363734199544e-01,9.61889562540444887e-01,9.63301736208902692e-01,9.63532047962533333e-01,9.64275036267884023e-01,9.65229778321202381e-01,9.59755845669518659e-01,9.58484072286485689e-01,9.59742716394372253e-01,9.59827896002894532e-01,9.55522271688337144e-01,9.55524862418580256e-01,9.64986194861614854e-01
Flux_54, 1.08092318908228280e+00,1.08775109403272841e+00,1.09196185627580378e+00,1.09344947184535113e+00,1.09405288528481059e+00,1.09433689182343596e+00,1.09417814326613994e+00,1.09107073139732669e+00,1.08679105744066962e+00,1.08859005428679256e+00,1.09355625733420592e+00,1.08780872997367095e+00,1.07608363330763557e+00,1.08770200234333614e+00
Flux_55, 8.70252344515772491e-01,8.75958097100815847e-01,8.79338375344838274e-01,8.80137073402002645e-01,8.80392292476209648e-01,8.80756343147001464e-01,8.79266593492074588e-01,8.78557984533484770e-01,8.76497742544397607e-01,8.77896191136366189e-01,8.79192580416266467e-01,8.76100785907770852e-01,8.79219232444740095e-01,8.82547200312441049e-01
Flux_56, 1.04342694207487363e+00,1.05023886232341135e+00,1.05414494993387908e+00,1.05630521176607384e+00,1.05626882035330216e+00,1.05756560412724832e+00,1.05746430904293987e+00,1.05151655269658795e+00,1.04942717388719942e+00,1.04916065462722963e+00,1.05371948294610607e+00,1.04539088046160367e+00,1.03690069559543252e+00,1.05336086772651782e+00
Flux_57, 9.40803478862860976e-01,9.46095104704511525e-01,9.49690459279606825e-01,9.51435373528264683e-01,9.51728739359407494e-01,9.52817972934501878e-01,9.52754721525174597e-01,9.48758468731326410e-01,9.48016439581461867e-01,9.48153679308708308e-01,9.47829173592602547e-01,9.44688864821625063e-01,9.49735087982284121e-01,9.52324237843216403e-01
Flux_58, 1.03789905850648645e+00,1.04399920367151844e+00,1.04757652019513769e+00,1.04928204671372005e+00,1.04962703626360332e+00,1.05127225573016725e+00,1.05181521991830462e+00,1.04826665336054292e+00,1.04828892441385579e+00,1.04755708793366642e+00,1.04471372168447418e+00,1.04704057071378598e+00,1.05366814838066891e+00,1.04313891029851846e+00
Flux_59, 1.02628182022791692e+00,1.03268451741163103e+00,1.03670533781870633e+00,1.03818433750500572e+00,1.03837327883157604e+00,1.03954389691172100e+00,1.03800878631831872e+00,1.03556540157367083e+00,1.03566992768429622e+00,1.03376769721206641e+00,1.03590070328316619e+00,1.03445833093598072e+00,1.03388627964716950e+00,1.03971228673093896e+00
Flux_60, 1.08809311257001129e+00,1.09409665383663990e+00,1.09910189303775341e+00,1.10218816304156664e+00,1.10267043621570937e+00,1.10633686543349019e+00,1.10380730583388109e+00,1.09536463547489116e+00,1.09829549359710787e+00,1.09903628437697876e+00,1.09325748748602392e+00,1.08906373289831326e+00,1.11087117894454490e+00,1.10694230326003429e+00
Flux_61, 1.08258570628114459e+00,1.08962552036784643e+00,1.09253150674708421e+00,1.09253278712743973e+00,1.09393831949984821e+00,1.09366956148378036e+00,1.09317943123993433e+00,1.09050913606161193e+00,1.08611745003926696e+00,1.08908621083523438e+00,1.09331690784246560e+00,1.08226039021506937e+00,1.07870975405145053e+00,1.09757664323448112e+00
Flux_62, 1.03853649403522219e+00,1.04308884884326059e+00,1.04689908782703989e+00,1.04840723655955692e+00,1.04971142275366702e+00,1.04968632966905551e+00,1.04966435274423242e+00,1.04681604208282808e+00,1.04350497666606468e+00,1.04594189891165068e+00,1.04270074602566853e+00,1.04186761268857264e+00,1.06200809183857903e+00,1.04876271116320852e+00
Flux_63, 9.36705002740808812e-01,9.42178554005152491e-01,9.45536722054722167e-01,9.46822601249829310e-01,9.47054563242103464e-01,9.48936030731211244e-01,9.46486078353715454e-01,9.44559100089650272e-01,9.44690043315164707e-01,9.43980350030112159e-01,9.40132442585255190e-01,9.45262090150915779e-01,9.61354826237943105e-01,9.48828308076702820e-01
Flux_64, 1.05471545201425121e+00,1.06116947240612447e+00,1.06413194284123347e+00,1.06534519381696535e+00,1.06673437660169768e+00,1.06733718602328720e+00,1.06847192678113223e+00,1.06475397134012417e+00,1.06009504605329363e+00,1.06064737417344390e+00,1.06497597744555517e+00,1.05171498158547161e+00,1.04323988127203449e+00,1.05605631023205859e+00
Flux_65, 1.02523422304503975e+00,1.03116218168773832e+00,1.03583404253565181e+00,1.03815863421428034e+00,1.03911522675957313e+00,1.04074672521037437e+00,1.03969796424143568e+00,1.03362144552114388e+00,1.03198324196822444e+00,1.03297746988413119e+00,1.03399267749312940e+00,1.02982087190025284e+00,1.03258569073196549e+00,1.03864265394602739e+00
Flux_66, 1.04010689125852851e+00,1.04855910672883779e+00,1.05383506015784811e+00,1.05518765037487405e+00,1.05544425586009405e+00,1.05654694512461322e+00,1.05413108651019916e+00,1.05229075635507718e+00,1.05291225178617309e+00,1.05191119035774650e+00,1.05318689711561086e+00,1.05336856083958086e+00,1.05873758794563733e+00,1.06108750068363178e+00
Flux_67, 9.23584943400896141e-01,9.30130666036868670e-01,9.33254562756366757e-01,9.34262731417274117e-01,9.34374807877692559e-01,9.35371802858927404e-01,9.36181058140478140e-01,9.33947512228165966e-01,9.32704992076760275e-01,9.33912603902834260e-01,9.29344408143132350e-01,9.32799219413991909e-01,9.49767215075166038e-01,9.36554395383017213e-01
Flux_68, 1.09517034592273799e+00,1.10111790501137663e+00,1.10494682849568782e+00,1.10594124103782065e+00,1.10807833539864009e+00,1.10817210298685209e+00,1.10869716955741282e+00,1.10586669499182744e+00,1.10392585432749435e+00,1.10418651297848824e+00,1.10692677371164683e+00,1.09665365850264585e+00,1.08514489451359819e+00,1.10162408497467967e+00
Flux_69, 9.87319848259383903e-01,9.94646686484114806e-01,9.97967109342167924e-01,9.98168722093565997e-01,9.99423660800912939e-01,9.98747260309455376e-01,9.99188784557637488e-01,9.99331675371448291e-01,9.96618133694204822e-01,9.94577166328583617e-01,9.96763915556345470e-01,9.99076653924435010e-01,9.90876069684510363e-01,9.91317338443444052e-01
Flux_70, 1.17736833986019929e+00,1.18552601220495979e+00,1.18955948961515490e+00,1.19081900790214612e+00,1.19149101200450169e+00,1.19228461503127692e+00,1.19385316337150527e+00,1.19027909687145761e+00,1.18990112350666433e+00,1.18975746764321366e+00,1.18795768861392292e+00,1.19052095415558923e+00,1.19989579518249223e+00,1.19406210818207570e+00
Flux_71, 9.72545021328532155e-01,9.79438709894628667e-01,9.82909713063076951e-01,9.83510288708937308e-01,9.84011746509693142e-01,9.84107531395380764e-01,9.83682831772847543e-01,9.78986710905561441e-01,9.76593102798987034e-01,9.78511404222184300e-01,9.80714152306546350e-01,9.74614415003730472e-01,9.82823175052928488e-01,9.88887572202192588e-01
Flux_72, 9.25431466031493621e-01,9.32547972576637574e-01,9.36960794292734156e-01,9.38523652327561964e-01,9.38669655122657876e-01,9.40704050258000968e-01,9.40131714354950798e-01,9.35550428181589511e-01,9.36015172806172080e-01,9.36526272383320091e-01,9.37976919106011553e-01,9.31392108394861751e-01,9.30619218566599127e-01,9.41940945048880374e-01
Flux_73, 9.27215554241073381e-01,9.34260476352261393e-01,9.37476040192019688e-01,9.37296377610367770e-01,9.38176798097357878e-01,9.37836433281978299e-01,9.37557933137783683e-01,9.37584433696833308e-01,9.33913375883847929e-01,9.35126349999197748e-01,9.38092694238143343e-01,9.37890588965216154e-01,9.29331855094187032e-01,9.33626035529404819e-01
Flux_74, 9.23706086036769292e-01,9.29855139253186413e-01,9.32757430737316762e-01,9.32959896269346389e-01,9.33621627930459330e-01,9.33355445588254340e-01,9.32065122017605163e-01,9.29601726118087557e-01,9.26297595330457857e-01,9.27386740434462342e-01,9.34871823611360453e-01,9.22437605576853503e-01,9.19323313524082142e-01,9.39057860538865086e-01
