 vert 50
BeamAngleX_0, 9.97763862233691845e-01,9.97735901059460195e-01,9.99985462906614608e-01,1.00014924994448839e+00,1.00010731524342344e+00,9.98800286704495943e-01,9.98553228678242144e-01,1.00062070972794070e+00,1.00133104633951775e+00,1.00326830328565242e+00,1.00361412891803403e+00,9.96635630681778628e-01,9.90992608790026597e-01
BeamAngleX_1, 1.00388506127274257e+00,9.99147298849567100e-01,9.98220190742211688e-01,1.00216909159019396e+00,1.00081373679560248e+00,1.00077447933577490e+00,1.00142861138698325e+00,9.99115974027268927e-01,9.98364373252598858e-01,9.94427761826300105e-01,9.99595405818722305e-01,1.00496215472577854e+00,9.93708721412089435e-01
BeamAngleY_0, 1.00336495733396069e+00,9.99536888588142158e-01,9.99857716181938749e-01,9.99926871482294977e-01,9.98201283484175694e-01,1.00067294559025921e+00,1.00024895058356500e+00,1.00036712822539919e+00,9.99979622723584538e-01,1.00103041384590719e+00,1.00486260817513040e+00,1.00142007233634955e+00,1.00444096316279019e+00
BeamAngleY_1, 1.00070627116050925e+00,1.00058559398206515e+00,1.00006645737508260e+00,1.00075797419000456e+00,1.00070394044064948e+00,1.00006728621309349e+00,9.99773163167419709e-01,9.99989317383915166e-01,9.99245915268141993e-01,9.97050366726706994e-01,9.99009342447018112e-01,9.96403646002019805e-01,9.89134536722031665e-01
Flux_0, 1.06133644465881316e+00,1.06141742619798851e+00,1.06166064603182542e+00,1.05853284116597202e+00,1.05709510448216037e+00,1.07681136195984095e+00,1.07897390598015996e+00,1.07779654780778977e+00,1.10949349331359493e+00,1.11916745455946431e+00,1.13065884141714146e+00,1.13739685907006738e+00,1.14678204956927976e+00
Flux_1, 9.69758178650899527e-01,9.70008021534235376e-01,9.70067073065411734e-01,9.70155889704762520e-01,9.68916848844254774e-01,9.86219906679846381e-01,9.88326327002589933e-01,9.87682571518916474e-01,1.01498248225628163e+00,1.02123939889443527e+00,1.02196393268011598e+00,1.02177178701686189e+00,1.01232031858490412e+00
Flux_2, 9.95193245022073292e-01,9.95399974463203718e-01,9.95449616929156456e-01,9.95880810199203270e-01,9.94614660926489758e-01,1.01226017425380599e+00,1.01442456305671036e+00,1.01382955075983738e+00,1.04159646628651847e+00,1.04763231970618276e+00,1.04703225370136432e+00,1.04535110544769205e+00,1.03083239211843369e+00
Flux_3, 1.00574863943395298e+00,1.00590816188861387e+00,1.00590617931595738e+00,1.00568242316255718e+00,1.00441844844284556e+00,1.02230392636968004e+00,1.02444578118481111e+00,1.02362753133902840e+00,1.05193449365077507e+00,1.05902023151338542e+00,1.06067292045124861e+00,1.06217338880729306e+00,1.05462621891546027e+00
Flux_4, 1.15361931599369316e+00,1.15371928690820447e+00,1.15377015880496581e+00,1.15193492133117714e+00,1.15043772798556110e+00,1.17133994291248889e+00,1.17383809991308929e+00,1.17278872294092751e+00,1.20641233519166180e+00,1.21610201179917743e+00,1.22442223617436396e+00,1.23161944402288914e+00,1.24740031407279695e+00
Flux_5, 9.58120167288805447e-01,9.58292953177249829e-01,9.58341354583565841e-01,9.57637588994141864e-01,9.56511137339266293e-01,9.73841401004498675e-01,9.75987952899893263e-01,9.75166142871639052e-01,1.00293082479784168e+00,1.01052240069548183e+00,1.01537998584442679e+00,1.01977725804118768e+00,1.02807671423314528e+00
