2.35824232397396826e-41,7.98370084514424338e-41,1.62109783632500474e-40,2.39855786227359255e-40,2.76385780470305811e-40,2.93913436877835223e-40,2.90802145067270661e-40,1.65324900613496858e-40,4.34878449982642964e-42,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
4.37046806894561445e-41,1.62108133158376026e-40,3.28578923753723768e-40,4.78511742318298534e-40,5.59556250534671198e-40,5.86335570306432711e-40,5.51174978414068730e-40,4.62413979354326383e-40,2.48413449033400816e-40,1.66135618450373513e-41,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
7.05076649007170572e-41,2.45337151738012958e-40,4.89387028740846922e-40,7.20298049135378116e-40,8.24860296148159367e-40,8.46618533983661182e-40,7.93202152825098332e-40,6.53183701327915454e-40,4.22371372234290457e-40,2.06907122369230266e-40,1.41371592785671479e-41,0.00000000000000000e+00,0.00000000000000000e+00
8.24599286506674807e-41,2.89246940750126047e-40,5.89281062670620215e-40,8.47254798264245363e-40,9.84606146216615422e-40,1.01161422699869131e-39,9.49036861424222843e-40,7.75036170643918686e-40,5.00312242249895604e-40,2.77698041430868445e-40,9.68044715570422796e-41,5.08466593437984919e-43,0.00000000000000000e+00
8.68089055363961257e-41,3.16366016926227851e-40,6.35006220247876832e-40,9.33543313232398051e-40,1.09693612909145790e-39,1.10705515861755674e-39,1.03788749062866606e-39,8.52165381150343994e-40,5.66602312215296232e-40,3.19433348790669709e-40,1.43663498408896900e-40,2.87075508248324515e-41,0.00000000000000000e+00
9.56284406426798997e-41,3.44974301994344488e-40,6.93760953849004999e-40,9.99945152974606949e-40,1.18419897713220656e-39,1.20765893663503881e-39,1.14654997632385322e-39,9.51808255089236238e-40,6.37344475102052431e-40,3.71228130213339527e-40,1.64309913614059626e-40,5.35705909577748634e-41,1.14119802366372029e-42
1.02490415004948871e-40,3.82633606681864518e-40,7.68973531561883297e-40,1.10756552886101473e-39,1.29561497668217597e-39,1.32831169280420774e-39,1.26438612387786942e-39,1.05180189703135724e-39,7.07055384246413611e-40,4.11987138334400342e-40,1.78605788187236699e-40,5.67576304397873730e-41,3.11828388646171713e-42
1.08630457867732626e-40,4.00483979886615614e-40,8.03476745893626019e-40,1.16704253510416847e-39,1.36019249001146031e-39,1.40984211703426094e-39,1.32474413141322980e-39,1.08725073316780384e-39,7.30561599336662572e-40,4.16857480881206677e-40,1.78249699001707684e-40,5.23243389238058364e-41,3.31469708997734165e-42
1.08209564064895611e-40,3.89639825410833066e-40,7.93227645373578066e-40,1.14944801607779656e-39,1.32924594366031369e-39,1.36718123492798550e-39,1.28339625122639622e-39,1.05405945385553726e-39,6.96386799841924861e-40,3.92274162256743614e-40,1.58019570309688015e-40,4.36344990007461223e-41,2.69967213392407774e-42
8.86995276945657161e-41,3.22061717067775266e-40,6.47678805483944925e-40,9.53424650002906187e-40,1.08952793547071442e-39,1.10357378177969657e-39,1.03179521376281397e-39,8.31981502881275424e-40,5.35310574545966566e-40,2.89822485609390053e-40,1.13431022408783730e-40,2.84258132320586346e-41,1.85994191624306217e-42
4.76054540932417854e-41,1.79472445078390691e-40,3.63058839509717608e-40,5.27415061592857343e-40,6.05717754168341084e-40,6.09762731949647954e-40,5.63713258353237831e-40,4.43942522074012115e-40,2.76863731821665590e-40,1.47376397675107190e-40,5.54773642219969383e-41,1.39461984852874259e-41,9.27196833224904044e-43
2.12414677143751211e-41,7.72771391119567561e-41,1.58414435479661322e-40,2.26400185791483145e-40,2.56621031690719852e-40,2.64269227775946477e-40,2.43655208098016093e-40,1.89144348201646164e-40,1.17777085173503737e-40,6.23783506943794677e-41,2.36187855616732173e-41,6.42329520088581762e-42,5.55545004708642807e-43
8.82645164118205278e-42,3.10888711833278101e-41,6.26323806000147728e-41,8.98255169930437905e-41,1.05616153362048769e-40,1.04766281354425476e-40,9.70335230578102554e-41,7.75704928205746378e-41,4.95033593801896657e-41,2.62407112457360925e-41,1.04343035105672353e-41,3.21779270856406304e-42,3.06512250652314162e-43
1.96460658187073185e-42,7.34983927579476749e-42,1.47087585898914308e-41,2.17253267205466292e-41,2.50746989869008520e-41,2.51354596783373436e-41,2.37481543304687174e-41,1.96793995941178511e-41,1.35254280434577728e-41,7.79630140260914924e-42,3.49712105638897990e-42,1.19921706459354491e-42,1.76705969627599313e-43
