0.0364,0.0197,0.0120,0.0114,0.0106,0.0103,0.0104,0.0097,0.0603,nan,nan,nan,nan
0.0269,0.0140,0.0085,0.0081,0.0075,0.0074,0.0076,0.0059,0.0080,0.0310,nan,nan,nan
0.0214,0.0115,0.0070,0.0067,0.0062,0.0062,0.0064,0.0050,0.0062,0.0088,0.0260,nan,nan
0.0198,0.0105,0.0064,0.0062,0.0057,0.0056,0.0058,0.0046,0.0057,0.0076,0.0099,0.1392,nan
0.0192,0.0101,0.0062,0.0059,0.0054,0.0054,0.0055,0.0043,0.0053,0.0070,0.0081,0.0182,nan
0.0182,0.0096,0.0059,0.0056,0.0052,0.0051,0.0053,0.0041,0.0050,0.0065,0.0076,0.0134,0.0463
0.0176,0.0091,0.0056,0.0054,0.0050,0.0049,0.0050,0.0039,0.0047,0.0062,0.0073,0.0131,0.0283
0.0172,0.0089,0.0055,0.0052,0.0049,0.0048,0.0049,0.0038,0.0047,0.0062,0.0074,0.0138,0.0276
0.0173,0.0091,0.0055,0.0053,0.0049,0.0049,0.0050,0.0039,0.0048,0.0065,0.0079,0.0152,0.0306
0.0137,0.0072,0.0044,0.0042,0.0039,0.0039,0.0040,0.0032,0.0039,0.0054,0.0067,0.0133,0.0259
0.0188,0.0097,0.0059,0.0057,0.0053,0.0053,0.0055,0.0044,0.0055,0.0075,0.0095,0.0189,0.0364
0.0280,0.0147,0.0089,0.0086,0.0081,0.0079,0.0083,0.0066,0.0084,0.0115,0.0144,0.0276,0.0468
0.0431,0.0229,0.0140,0.0135,0.0124,0.0124,0.0129,0.0102,0.0128,0.0175,0.0216,0.0391,0.0640
0.0412,0.0214,0.0131,0.0124,0.0116,0.0116,0.0119,0.0093,0.0112,0.0147,0.0171,0.0293,0.0382
