1.0000,0.8698,0.6930,0.5446,0.4765,0.4545,0.4491,0.4138,0.2833,0.0236,-0.1353,-0.1811,-0.1616,-0.0427
0.8698,1.0000,0.9267,0.8518,0.8113,0.7979,0.7955,0.7713,0.6768,0.4373,0.2412,0.1567,0.1617,0.2813
0.6930,0.9267,1.0000,0.9593,0.9379,0.9327,0.9332,0.9181,0.8474,0.6220,0.4070,0.2970,0.2893,0.3988
0.5446,0.8518,0.9593,1.0000,0.9782,0.9734,0.9759,0.9694,0.9293,0.7515,0.5511,0.4384,0.4256,0.5201
0.4765,0.8113,0.9379,0.9782,1.0000,0.9843,0.9808,0.9779,0.9504,0.7912,0.5974,0.4833,0.4686,0.5570
0.4545,0.7979,0.9327,0.9734,0.9843,1.0000,0.9877,0.9779,0.9541,0.8013,0.6091,0.4945,0.4788,0.5640
0.4491,0.7955,0.9332,0.9759,0.9808,0.9877,1.0000,0.9853,0.9570,0.8071,0.6174,0.5033,0.4876,0.5717
0.4138,0.7713,0.9181,0.9694,0.9779,0.9779,0.9853,1.0000,0.9770,0.8290,0.6428,0.5322,0.5158,0.5960
0.2833,0.6768,0.8474,0.9293,0.9504,0.9541,0.9570,0.9770,1.0000,0.9129,0.7554,0.6577,0.6437,0.7059
0.0236,0.4373,0.6220,0.7515,0.7912,0.8013,0.8071,0.8290,0.9129,1.0000,0.9488,0.8892,0.8747,0.9022
-0.1353,0.2412,0.4070,0.5511,0.5974,0.6091,0.6174,0.6428,0.7554,0.9488,1.0000,0.9799,0.9584,0.9630
-0.1811,0.1567,0.2970,0.4384,0.4833,0.4945,0.5033,0.5322,0.6577,0.8892,0.9799,1.0000,0.9869,0.9650
-0.1616,0.1617,0.2893,0.4256,0.4686,0.4788,0.4876,0.5158,0.6437,0.8747,0.9584,0.9869,1.0000,0.9680
-0.0427,0.2813,0.3988,0.5201,0.5570,0.5640,0.5717,0.5960,0.7059,0.9022,0.9630,0.9650,0.9680,1.0000
