0.2512,0.2455,0.2836,0.2925,0.2562,0.1713,0.0705,0.0180,0.0010
0.2455,0.3014,0.3175,0.3319,0.2893,0.1900,0.0781,0.0205,0.0011
0.2836,0.3175,0.3988,0.3826,0.3231,0.2184,0.0917,0.0239,0.0013
0.2925,0.3319,0.3826,0.4383,0.3802,0.2567,0.1097,0.0305,0.0020
0.2562,0.2893,0.3231,0.3802,0.3737,0.2508,0.1102,0.0352,0.0029
0.1713,0.1900,0.2184,0.2567,0.2508,0.1980,0.0970,0.0353,0.0036
0.0705,0.0781,0.0917,0.1097,0.1102,0.0970,0.0536,0.0217,0.0025
0.0180,0.0205,0.0239,0.0305,0.0352,0.0353,0.0217,0.0109,0.0013
0.0010,0.0011,0.0013,0.0020,0.0029,0.0036,0.0025,0.0013,0.0002
