2.80574827521777337e+01,4.57065998829356417e+01,5.12302648582724913e+01,4.74962008722396050e+01,4.34230129999996421e+01,3.97231270415812006e+01,3.00554462133180138e+01,2.10106007400816566e+01,7.98594618386257782e+00,-1.62834160406659691e+01,-1.72494077780687398e+01,-9.88098736095927066e+00,-4.22478043172505391e+00,-7.04834791844182074e-01,5.06385375810984306e-02
4.57065998829356417e+01,8.28533005620565888e+01,9.40070492042474370e+01,8.78879964398483366e+01,8.00259361466725778e+01,7.31288417638339467e+01,5.59915754795099829e+01,4.04487023812190500e+01,1.72165432324089771e+01,-2.71480935880355432e+01,-2.95227024753540128e+01,-1.67728320773030433e+01,-7.01714032933588960e+00,-1.03627158789640239e+00,1.82723845382527006e-01
5.12302648582724913e+01,9.40070492042474370e+01,1.11357579565047445e+02,1.06701982513843575e+02,9.82713853613274892e+01,9.05514596208909524e+01,7.17553684143765338e+01,5.38035436732271535e+01,2.74901109898264338e+01,-2.23495871024207524e+01,-2.78170972042973332e+01,-1.59579939446147154e+01,-6.44173179015098718e+00,-7.23628137040544850e-01,3.47323069291158804e-01
4.74962008722396050e+01,8.78879964398483366e+01,1.06701982513843575e+02,1.08944476247631158e+02,1.01870632232833600e+02,9.48046667869322306e+01,7.89552254746005389e+01,6.21138192938427238e+01,3.81137320971695175e+01,-6.64447011346998018e+00,-1.62958630372934827e+01,-9.75415011693212897e+00,-3.53611888531030027e+00,1.80132805717684967e-02,5.14383265351076702e-01
4.34230129999996421e+01,8.00259361466725778e+01,9.82713853613274892e+01,1.01870632232833600e+02,9.85728090341768279e+01,9.24167803219034738e+01,7.90684321037201556e+01,6.38544640006732038e+01,4.21459931256906017e+01,1.61823206605308467e+00,-9.93159068226106889e+00,-6.40991044337362847e+00,-2.06654474112737585e+00,3.28297411220417834e-01,5.49809216011790003e-01
3.97231270415812006e+01,7.31288417638339467e+01,9.05514596208909524e+01,9.48046667869322306e+01,9.24167803219034738e+01,8.97892524186393644e+01,7.83890234867033229e+01,6.45476467828785871e+01,4.47529335718861887e+01,7.17176045914308169e+00,-5.66536938329956818e+00,-4.22826051059778063e+00,-1.14003325923253729e+00,4.92482107851387796e-01,5.52985618464388873e-01
3.00554462133180138e+01,5.59915754795099829e+01,7.17553684143765338e+01,7.89552254746005389e+01,7.90684321037201556e+01,7.83890234867033229e+01,7.33899837181323846e+01,6.32189605508603378e+01,4.84706325315893238e+01,2.04361196074594282e+01,5.47257354478919389e+00,1.75635291694285134e+00,1.47262650152427566e+00,1.01156405602866428e+00,5.86161059813791629e-01
2.10106007400816566e+01,4.04487023812190500e+01,5.38035436732271535e+01,6.21138192938427238e+01,6.38544640006732038e+01,6.45476467828785871e+01,6.32189605508603378e+01,5.75285880454459715e+01,4.73411943830966848e+01,2.73780560792950958e+01,1.22410057587311183e+01,5.49691580288835002e+00,3.05852635876636381e+00,1.27167146262377440e+00,5.59965821165141264e-01
7.98594618386257782e+00,1.72165432324089771e+01,2.74901109898264338e+01,3.81137320971695175e+01,4.21459931256906017e+01,4.47529335718861887e+01,4.84706325315893238e+01,4.73411943830966848e+01,4.49441035669332081e+01,3.83631201941007518e+01,2.29912836768286191e+01,1.14766863332758362e+01,5.63312952075970408e+00,1.72314307250643450e+00,5.40013337407768801e-01
-1.62834160406659691e+01,-2.71480935880355432e+01,-2.23495871024207524e+01,-6.64447011346998018e+00,1.61823206605308467e+00,7.17176045914308169e+00,2.04361196074594282e+01,2.73780560792950958e+01,3.83631201941007518e+01,5.88332143469106867e+01,4.35944190545109649e+01,2.30575250862915730e+01,1.06306197500425395e+01,2.61280201104549592e+00,5.14409931189856784e-01
-1.72494077780687398e+01,-2.95227024753540128e+01,-2.78170972042973332e+01,-1.62958630372934827e+01,-9.93159068226106889e+00,-5.66536938329956818e+00,5.47257354478919389e+00,1.22410057587311183e+01,2.29912836768286191e+01,4.35944190545109649e+01,3.41534658454293805e+01,1.82696825068543411e+01,8.32069213951477771e+00,1.97567028134446021e+00,3.32371918796858901e-01
-9.88098736095927066e+00,-1.67728320773030433e+01,-1.59579939446147154e+01,-9.75415011693212897e+00,-6.40991044337362847e+00,-4.22826051059778063e+00,1.75635291694285134e+00,5.49691580288835002e+00,1.14766863332758362e+01,2.30575250862915730e+01,1.82696825068543411e+01,9.87903000850773161e+00,4.49916655314686853e+00,1.06124854652458134e+00,1.76446763972493204e-01
-4.22478043172505391e+00,-7.01714032933588960e+00,-6.44173179015098718e+00,-3.53611888531030027e+00,-2.06654474112737585e+00,-1.14003325923253729e+00,1.47262650152427566e+00,3.05852635876636381e+00,5.63312952075970408e+00,1.06306197500425395e+01,8.32069213951477771e+00,4.49916655314686853e+00,2.07774903874289008e+00,4.98451453189939220e-01,8.88828142342884403e-02
-7.04834791844182074e-01,-1.03627158789640239e+00,-7.23628137040544850e-01,1.80132805717684967e-02,3.28297411220417834e-01,4.92482107851387796e-01,1.01156405602866428e+00,1.27167146262377440e+00,1.72314307250643450e+00,2.61280201104549592e+00,1.97567028134446021e+00,1.06124854652458134e+00,4.98451453189939220e-01,1.32248436789817930e-01,2.84608102717970810e-02
5.06385375810984306e-02,1.82723845382527006e-01,3.47323069291158804e-01,5.14383265351076702e-01,5.49809216011790003e-01,5.52985618464388873e-01,5.86161059813791629e-01,5.59965821165141264e-01,5.40013337407768801e-01,5.14409931189856784e-01,3.32371918796858901e-01,1.76446763972493204e-01,8.88828142342884403e-02,2.84608102717970810e-02,1.06755698097902463e-02
