 vert 45
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Flux_0,3.82166826638404984e+02,5.17876546968547586e+02,6.84590226018330782e+02,8.19501260533495270e+02,9.29298279974034017e+02,1.03402838068956521e+03,1.10871580548158363e+03,1.09635275644247986e+03,9.89302040131238527e+02,7.79259590208498366e+02,5.49780988108414135e+02,3.44213020259824589e+02,2.26609411019743618e+02,1.48760427978681776e+02,6.15461207171979510e+01,7.76549637685468142e+00,3.68983593351308536e-01,3.53039965397576663e-02,4.53515041431034813e-03
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Flux_1,3.80184229801192828e+02,5.15223130804557172e+02,6.81188974122341961e+02,8.15541729177739171e+02,9.24619109003887161e+02,1.02897785961504565e+03,1.10332454607195359e+03,1.09111221770556722e+03,9.84864289772320035e+02,7.75326976624047347e+02,5.47069547819175227e+02,3.42823068895624090e+02,2.25736394963442052e+02,1.48369461717670276e+02,6.13506583396736218e+01,7.69588220497140796e+00,3.57510993028378521e-01,3.43733406749194628e-02,4.40313465221995812e-03
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Flux_2,3.80894897606121219e+02,5.15705062607371588e+02,6.81892395184137968e+02,8.16274104852814730e+02,9.25906166856533559e+02,1.03041674206192101e+03,1.10478486623278604e+03,1.09271354447944714e+03,9.86193458910187474e+02,7.76712170509262137e+02,5.47889686473542270e+02,3.43055473690758788e+02,2.25763841303203975e+02,1.48180927257447820e+02,6.12990418694010799e+01,7.72446002048317304e+00,3.59381440973171873e-01,3.42827078033428739e-02,4.27642604660471385e-03
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Flux_3,3.78582053150756963e+02,5.12429652494537550e+02,6.77167267205116673e+02,8.10821722625628809e+02,9.19022472533655105e+02,1.02279028622463295e+03,1.09658374140790693e+03,1.08456870373118841e+03,9.79290022580832670e+02,7.70175117815449653e+02,5.43212078819878116e+02,3.40621387300500146e+02,2.24485592085837567e+02,1.47879312761556264e+02,6.14571665068342341e+01,7.74333068360065901e+00,3.49960632544336792e-01,3.35757712259953170e-02,4.34198093097970181e-03
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Flux_4,3.77455608188042390e+02,5.11601716637358720e+02,6.76026732952651059e+02,8.08778245642315596e+02,9.17135225031170080e+02,1.02075161174701316e+03,1.09444200773079547e+03,1.08228526577211028e+03,9.76453317714739569e+02,7.70032330839981228e+02,5.43310094899399473e+02,3.40096309737642002e+02,2.23703787821070023e+02,1.46469201086503574e+02,6.04795411910685843e+01,7.67128914894116409e+00,3.69266076115729092e-01,3.47092849696722244e-02,4.39161970163558842e-03
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Flux_5,3.77482243470695494e+02,5.10768137873271712e+02,6.75344176442028470e+02,8.08711744000540307e+02,9.17027626024815845e+02,1.02060004602279525e+03,1.09445744608457767e+03,1.08262747898064640e+03,9.77398777148556405e+02,7.69281357935200617e+02,5.42810732292670878e+02,3.40341979177749351e+02,2.24094688106454043e+02,1.47411477150452384e+02,6.08847331886980072e+01,7.57957406153301516e+00,3.48624307531657518e-01,3.41897936012491646e-02,4.29845598092693567e-03
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Flux_6,3.80110283020511019e+02,5.14171289301042179e+02,6.79787284250689027e+02,8.14396924223249016e+02,9.23220132088583796e+02,1.02732736382278108e+03,1.10155331977244305e+03,1.08975365386362751e+03,9.84290211133571688e+02,7.72600560043206656e+02,5.44900987789015971e+02,3.42071837876900702e+02,2.25883232087258477e+02,1.49449830334927071e+02,6.22847988717275456e+01,7.74109396508745018e+00,3.32866785760801587e-01,3.28077025565333205e-02,4.20608505186370607e-03
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Flux_7,3.74344709257103261e+02,5.06504186366313888e+02,6.69094480779188075e+02,8.01447665526046876e+02,9.08096460897911015e+02,1.01074211506791926e+03,1.08392949505931279e+03,1.07239332082522219e+03,9.69087481477410165e+02,7.60963711804621994e+02,5.36560487570431974e+02,3.36868474565393626e+02,2.22095007710402655e+02,1.46735805005317644e+02,6.11330301582336304e+01,7.63035632683651777e+00,3.27793024521235876e-01,3.13738083086287159e-02,4.00028700776863550e-03
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Flux_8,3.78477364373755847e+02,5.12689599831320493e+02,6.77518012289913827e+02,8.11144142373313457e+02,9.19755775023970614e+02,1.02372245976489637e+03,1.09741662768772244e+03,1.08567386332153319e+03,9.80434338120008306e+02,7.71149488720515137e+02,5.43721655937502874e+02,3.40702392758832787e+02,2.24357971697886484e+02,1.47662702232437141e+02,6.14546799661140852e+01,7.75652295293718907e+00,3.47928022772182266e-01,3.32414586277714127e-02,4.24362056372302749e-03
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Flux_9,3.76905777404846731e+02,5.10403980597893451e+02,6.74045149308706414e+02,8.06973589004067890e+02,9.14682518639574141e+02,1.01802365716699114e+03,1.09142953911555583e+03,1.07959711682982174e+03,9.75199268749046155e+02,7.66563319325366365e+02,5.40641083554957049e+02,3.39244428694355690e+02,2.23548368593317093e+02,1.47248946377155050e+02,6.12568484415513836e+01,7.75036395556487712e+00,3.45899468840509983e-01,3.22697785268186016e-02,4.11360742038461864e-03
