 Lat 12
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Bethe_Bloch_0,2.28385253146855671e+00,3.09602343310395201e+00,8.24830935526942355e+00,9.89250878665908395e+00,1.12300603934343677e+01,5.00234905366873690e+01,5.35740325911220765e+01,5.30088215489689532e+01,9.58302608773878717e+01,7.65313587925391801e+01,1.08838471479502772e+02,6.50802927919243785e+01,4.25582816795132359e+01,2.79808489396849716e+01,4.58709957096986756e+01,1.39099635344174466e+01,6.28997293725939932e-01,6.82045037062243287e-02,9.75579804290436711e-03
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Bethe_Bloch_1,2.25258629268078625e+00,3.05607191618639851e+00,8.15079618287100161e+00,9.78191026520550011e+00,1.11087676762506415e+01,4.95266141094091097e+01,5.30262542485708082e+01,5.24874995911638393e+01,9.49142786438101211e+01,7.39153051250492723e+01,1.03658264709689419e+02,6.64155024397020384e+01,4.39587331376564805e+01,2.87999724252339249e+01,4.72981693327356538e+01,1.45673092875992296e+01,6.70807186468975303e-01,7.26997759329125054e-02,9.96316073483592517e-03
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Birks_Response_Proton_0,2.25850762915102932e+00,3.06494075319330195e+00,8.16971401308259715e+00,9.80907358169707777e+00,1.11426906279361475e+01,4.96274282930319330e+01,5.31483864959390218e+01,5.26473441592228397e+01,9.51522845739266216e+01,7.43043828399530497e+01,1.04361067717872743e+02,6.63009108016331083e+01,4.38081859272802774e+01,2.87043040755788148e+01,4.71328312233973108e+01,1.44866408906474771e+01,6.64072554870038245e-01,7.21621599335255381e-02,9.97170806555342827e-03
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Birks_Response_Proton_1,2.25850762915102932e+00,3.06494075319330195e+00,8.16971401308259715e+00,9.80907358169707777e+00,1.11426906279361475e+01,4.96274282930319330e+01,5.31483864959390218e+01,5.26473441592228397e+01,9.51522845739266216e+01,7.43043828399530497e+01,1.04361067717872743e+02,6.63009108016331083e+01,4.38081859272802774e+01,2.87043040755788148e+01,4.71328312233973108e+01,1.44866408906474771e+01,6.64072554870038245e-01,7.21621599335255381e-02,9.97170806555342827e-03
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Crosstalk_0,2.13002031546413617e+00,2.89326911649463270e+00,7.64555100074925953e+00,9.24142374728757510e+00,1.04960932701790330e+01,4.68806555511284841e+01,4.96564767789784014e+01,4.89523904684168372e+01,9.03464682474455572e+01,5.68002384791881383e+01,7.01037492414341159e+01,7.88327018827524881e+01,5.79471052627781802e+01,3.71475497610521614e+01,6.10480655815166671e+01,1.96126003812041567e+01,9.14541550666569503e-01,9.45158204405568692e-02,1.65103546604049856e-02
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Crosstalk_1,2.13002031546413617e+00,2.89326911649463270e+00,7.64555100074925953e+00,9.24142374728757510e+00,1.04960932701790330e+01,4.68806555511284841e+01,4.96564767789784014e+01,4.89523904684168372e+01,9.03464682474455572e+01,5.68002384791881383e+01,7.01037492414341159e+01,7.88327018827524881e+01,5.79471052627781802e+01,3.71475497610521614e+01,6.10480655815166671e+01,1.96126003812041567e+01,9.14541550666569503e-01,9.45158204405568692e-02,1.65103546604049856e-02
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Crosstalk_2,2.13002031546413617e+00,2.89326911649463270e+00,7.64555100074925953e+00,9.24142374728757510e+00,1.04960932701790330e+01,4.68806555511284841e+01,4.96564767789784014e+01,4.89523904684168372e+01,9.03464682474455572e+01,5.68002384791881383e+01,7.01037492414341159e+01,7.88327018827524881e+01,5.79471052627781802e+01,3.71475497610521614e+01,6.10480655815166671e+01,1.96126003812041567e+01,9.14541550666569503e-01,9.45158204405568692e-02,1.65103546604049856e-02
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Crosstalk_3,2.13002031546413617e+00,2.89326911649463270e+00,7.64555100074925953e+00,9.24142374728757510e+00,1.04960932701790330e+01,4.68806555511284841e+01,4.96564767789784014e+01,4.89523904684168372e+01,9.03464682474455572e+01,5.68002384791881383e+01,7.01037492414341159e+01,7.88327018827524881e+01,5.79471052627781802e+01,3.71475497610521614e+01,6.10480655815166671e+01,1.96126003812041567e+01,9.14541550666569503e-01,9.45158204405568692e-02,1.65103546604049856e-02
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Crosstalk_4,2.13002031546413617e+00,2.89326911649463270e+00,7.64555100074925953e+00,9.24142374728757510e+00,1.04960932701790330e+01,4.68806555511284841e+01,4.96564767789784014e+01,4.89523904684168372e+01,9.03464682474455572e+01,5.68002384791881383e+01,7.01037492414341159e+01,7.88327018827524881e+01,5.79471052627781802e+01,3.71475497610521614e+01,6.10480655815166671e+01,1.96126003812041567e+01,9.14541550666569503e-01,9.45158204405568692e-02,1.65103546604049856e-02
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Crosstalk_5,2.13002031546413617e+00,2.89326911649463270e+00,7.64555100074925953e+00,9.24142374728757510e+00,1.04960932701790330e+01,4.68806555511284841e+01,4.96564767789784014e+01,4.89523904684168372e+01,9.03464682474455572e+01,5.68002384791881383e+01,7.01037492414341159e+01,7.88327018827524881e+01,5.79471052627781802e+01,3.71475497610521614e+01,6.10480655815166671e+01,1.96126003812041567e+01,9.14541550666569503e-01,9.45158204405568692e-02,1.65103546604049856e-02
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Crosstalk_6,2.13002031546413617e+00,2.89326911649463270e+00,7.64555100074925953e+00,9.24142374728757510e+00,1.04960932701790330e+01,4.68806555511284841e+01,4.96564767789784014e+01,4.89523904684168372e+01,9.03464682474455572e+01,5.68002384791881383e+01,7.01037492414341159e+01,7.88327018827524881e+01,5.79471052627781802e+01,3.71475497610521614e+01,6.10480655815166671e+01,1.96126003812041567e+01,9.14541550666569503e-01,9.45158204405568692e-02,1.65103546604049856e-02
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Crosstalk_7,2.13002031546413617e+00,2.89326911649463270e+00,7.64555100074925953e+00,9.24142374728757510e+00,1.04960932701790330e+01,4.68806555511284841e+01,4.96564767789784014e+01,4.89523904684168372e+01,9.03464682474455572e+01,5.68002384791881383e+01,7.01037492414341159e+01,7.88327018827524881e+01,5.79471052627781802e+01,3.71475497610521614e+01,6.10480655815166671e+01,1.96126003812041567e+01,9.14541550666569503e-01,9.45158204405568692e-02,1.65103546604049856e-02
h_q2_ptmu_data_nobck_unfold_effcor_cross_section_px Crosstalk_8,2.13002031546413617e+00,2.89326911649463270e+00,7.64555100074925953e+00,9.24142374728757510e+00,1.04960932701790330e+01,4.68806555511284841e+01,4.96564767789784014e+01,4.89523904684168372e+01,9.03464682474455572e+01,5.68002384791881383e+01,7.01037492414341159e+01,7.88327018827524881e+01,5.79471052627781802e+01,3.71475497610521614e+01,6.10480655815166671e+01,1.96126003812041567e+01,9.14541550666569503e-01,9.45158204405568692e-02,1.65103546604049856e-02
