Index,Type,Name,Data CCQE,MC CCQE,MC Truth
460,Int_t,FittedMichel_closestclusterX_clustime_sz,1,1,0
461,Double_t,FittedMichel_closestclusterX_clustime,1,1,0
462,Int_t,FittedMichel_closestclusterX_distance_sz,1,1,0
463,Double_t,FittedMichel_closestclusterX_distance,1,1,0
464,Int_t,FittedMichel_closestclusterX_energy_sz,1,1,0
465,Double_t,FittedMichel_closestclusterX_energy,1,1,0
466,Int_t,FittedMichel_closestclusterX_pos_sz,1,1,0
467,Double_t,FittedMichel_closestclusterX_pos,1,1,0
468,Int_t,FittedMichel_closestclusterX_time_sz,1,1,0
469,Double_t,FittedMichel_closestclusterX_time,1,1,0
470,Int_t,FittedMichel_closestclusterX_zdist_sz,1,1,0
471,Double_t,FittedMichel_closestclusterX_zdist,1,1,0
472,Int_t,FittedMichel_cluster_energy_sz,1,1,0
473,Double_t,FittedMichel_cluster_energy,1,1,0
474,Int_t,FittedMichel_cluster_pos_sz,1,1,0
475,Double_t,FittedMichel_cluster_pos,1,1,0
476,Int_t,FittedMichel_cluster_time_sz,1,1,0
477,Double_t,FittedMichel_cluster_time,1,1,0
478,Int_t,FittedMichel_cluster_z_sz,1,1,0
479,Double_t,FittedMichel_cluster_z,1,1,0
480,Int_t,FittedMichel_michel_allmichelenergy_sz,1,1,0
481,Double_t,FittedMichel_michel_allmichelenergy,1,1,0
482,Int_t,FittedMichel_michel_datafraction_sz,1,1,0
483,Double_t,FittedMichel_michel_datafraction,1,1,0
484,Int_t,FittedMichel_michel_energy_sz,1,1,0
485,Double_t,FittedMichel_michel_energy,1,1,0
486,Int_t,FittedMichel_michel_maxmeandiff_sz,1,1,0
487,Double_t,FittedMichel_michel_maxmeandiff,1,1,0
488,Int_t,FittedMichel_michel_recotruetime_sz,1,1,0
489,Double_t,FittedMichel_michel_recotruetime,1,1,0
490,Int_t,FittedMichel_michel_time_sz,1,1,0
491,Double_t,FittedMichel_michel_time,1,1,0
492,Int_t,FittedMichel_michel_truetime_sz,1,1,0
493,Double_t,FittedMichel_michel_truetime,1,1,0
494,Int_t,FittedMichel_michel_u1_sz,1,1,0
495,Double_t,FittedMichel_michel_u1,1,1,0
496,Int_t,FittedMichel_michel_u2_sz,1,1,0
497,Double_t,FittedMichel_michel_u2,1,1,0
498,Int_t,FittedMichel_michel_v1_sz,1,1,0
499,Double_t,FittedMichel_michel_v1,1,1,0
500,Int_t,FittedMichel_michel_v2_sz,1,1,0
501,Double_t,FittedMichel_michel_v2,1,1,0
502,Int_t,FittedMichel_michel_x1_sz,1,1,0
503,Double_t,FittedMichel_michel_x1,1,1,0
504,Int_t,FittedMichel_michel_x2_sz,1,1,0
505,Double_t,FittedMichel_michel_x2,1,1,0
506,Int_t,FittedMichel_michel_z1_sz,1,1,0
507,Double_t,FittedMichel_michel_z1,1,1,0
508,Int_t,FittedMichel_michel_z2_sz,1,1,0
509,Double_t,FittedMichel_michel_z2,1,1,0
510,Int_t,FittedMichel_reco_micheltrajectory_energy_sz,1,1,0
511,Double_t,FittedMichel_reco_micheltrajectory_energy,1,1,0
512,Int_t,FittedMichel_reco_micheltrajectory_finalx_sz,1,1,0
513,Double_t,FittedMichel_reco_micheltrajectory_finalx,1,1,0
514,Int_t,FittedMichel_reco_micheltrajectory_finaly_sz,1,1,0
515,Double_t,FittedMichel_reco_micheltrajectory_finaly,1,1,0
516,Int_t,FittedMichel_reco_micheltrajectory_finalz_sz,1,1,0
517,Double_t,FittedMichel_reco_micheltrajectory_finalz,1,1,0
518,Int_t,FittedMichel_reco_micheltrajectory_momentum_sz,1,1,0
519,Double_t,FittedMichel_reco_micheltrajectory_momentum,1,1,0
520,Int_t,FittedMichel_reco_micheltrajectory_momentumx_sz,1,1,0
521,Double_t,FittedMichel_reco_micheltrajectory_momentumx,1,1,0
522,Int_t,FittedMichel_reco_micheltrajectory_momentumy_sz,1,1,0
523,Double_t,FittedMichel_reco_micheltrajectory_momentumy,1,1,0
524,Int_t,FittedMichel_reco_micheltrajectory_momentumz_sz,1,1,0
525,Double_t,FittedMichel_reco_micheltrajectory_momentumz,1,1,0
526,Int_t,FittedMichel_true_primaryparent_energy_sz,1,1,0
527,Double_t,FittedMichel_true_primaryparent_energy,1,1,0
528,Int_t,FittedMichel_true_primaryparent_finalx_sz,1,1,0
529,Double_t,FittedMichel_true_primaryparent_finalx,1,1,0
530,Int_t,FittedMichel_true_primaryparent_finaly_sz,1,1,0
531,Double_t,FittedMichel_true_primaryparent_finaly,1,1,0
532,Int_t,FittedMichel_true_primaryparent_finalz_sz,1,1,0
533,Double_t,FittedMichel_true_primaryparent_finalz,1,1,0
534,Int_t,FittedMichel_true_primaryparent_momentum_sz,1,1,0
535,Double_t,FittedMichel_true_primaryparent_momentum,1,1,0
536,Int_t,FittedMichel_true_primaryparent_momentumx_sz,1,1,0
537,Double_t,FittedMichel_true_primaryparent_momentumx,1,1,0
538,Int_t,FittedMichel_true_primaryparent_momentumy_sz,1,1,0
539,Double_t,FittedMichel_true_primaryparent_momentumy,1,1,0
540,Int_t,FittedMichel_true_primaryparent_momentumz_sz,1,1,0
541,Double_t,FittedMichel_true_primaryparent_momentumz,1,1,0
542,Int_t,all_event_start_vertex_time_sz,1,1,0
543,Double_t,all_event_start_vertex_time,1,1,0
544,Int_t,all_event_start_vertex_time_minos_match_sz,1,1,0
545,Double_t,all_event_start_vertex_time_minos_match,1,1,0
546,Int_t,calibE_clusters_at_end_proton_prong_sz,1,1,0
547,Double_t,calibE_clusters_at_end_proton_prong,1,1,0
548,Int_t,clusters_found_at_end_proton_prong_max_distance_sz,1,1,0
549,Double_t,clusters_found_at_end_proton_prong_max_distance,1,1,0
550,Int_t,detmc_traj_endpointk_vec_sz,1,1,0
551,Double_t,detmc_traj_endpointk_vec,1,1,0
552,Int_t,detmc_traj_k0_vec_sz,1,1,0
553,Double_t,detmc_traj_k0_vec,1,1,0
554,Int_t,event_extra_track_PID_sz,1,1,0
555,Double_t,event_extra_track_PID,1,1,0
556,Int_t,event_in_time_tracks_energy_sz,1,1,0
557,Double_t,event_in_time_tracks_energy,1,1,0
558,Int_t,event_track_hit_energy_sz,1,1,0
559,Double_t,event_track_hit_energy,1,1,0
560,Int_t,event_track_hit_time_sz,1,1,0
561,Double_t,event_track_hit_time,1,1,0
562,Int_t,event_track_time_diff_sz,1,1,0
563,Double_t,event_track_time_diff,1,1,0
564,Int_t,event_tracks_energy_sz,1,1,0
565,Double_t,event_tracks_energy,1,1,0
566,Int_t,event_vertex_time_diff_sz,1,1,0
567,Double_t,event_vertex_time_diff,1,1,0
568,Int_t,has_michel_data_energy_fraction_sz,1,1,0
569,Double_t,has_michel_data_energy_fraction,1,1,0
570,Int_t,has_michel_distance_sz,1,1,0
571,Double_t,has_michel_distance,1,1,0
572,Int_t,has_michel_energy_sz,1,1,0
573,Double_t,has_michel_energy,1,1,0
574,Int_t,has_michel_hit_charges_sz,1,1,0
575,Double_t,has_michel_hit_charges,1,1,0
576,Int_t,has_michel_hit_time_diff_cluster_sz,1,1,0
577,Double_t,has_michel_hit_time_diff_cluster,1,1,0
578,Int_t,has_michel_hit_time_diff_vtx_sz,1,1,0
579,Double_t,has_michel_hit_time_diff_vtx,1,1,0
580,Int_t,has_michel_hit_times_sz,1,1,0
581,Double_t,has_michel_hit_times,1,1,0
582,Int_t,has_michel_matched_energy_fraction_sz,1,1,0
583,Double_t,has_michel_matched_energy_fraction,1,1,0
584,Int_t,has_michel_slice_energy_sz,1,1,0
585,Double_t,has_michel_slice_energy,1,1,0
586,Int_t,has_michel_time_diff_sz,1,1,0
587,Double_t,has_michel_time_diff,1,1,0
588,Int_t,improved_michel_data_energy_fraction_sz,1,1,0
589,Double_t,improved_michel_data_energy_fraction,1,1,0
590,Int_t,improved_michel_dist_vec_sz,1,1,0
591,Double_t,improved_michel_dist_vec,1,1,0
592,Int_t,improved_michel_ecalo_vec_sz,1,1,0
593,Double_t,improved_michel_ecalo_vec,1,1,0
594,Int_t,improved_michel_evis_vec_sz,1,1,0
595,Double_t,improved_michel_evis_vec,1,1,0
596,Int_t,improved_michel_hit_charges_sz,1,1,0
597,Double_t,improved_michel_hit_charges,1,1,0
598,Int_t,improved_michel_hit_time_diff_cluster_sz,1,1,0
599,Double_t,improved_michel_hit_time_diff_cluster,1,1,0
600,Int_t,improved_michel_hit_time_diff_vtx_sz,1,1,0
601,Double_t,improved_michel_hit_time_diff_vtx,1,1,0
602,Int_t,improved_michel_hit_times_sz,1,1,0
603,Double_t,improved_michel_hit_times,1,1,0
604,Int_t,improved_michel_matched_energy_fraction_sz,1,1,0
605,Double_t,improved_michel_matched_energy_fraction,1,1,0
606,Int_t,improved_michel_tdiff_vec_sz,1,1,0
607,Double_t,improved_michel_tdiff_vec,1,1,0
608,Int_t,improved_michel_tvec_sz,1,1,0
609,Double_t,improved_michel_tvec,1,1,0
610,Int_t,improved_michel_uvec_sz,1,1,0
611,Double_t,improved_michel_uvec,1,1,0
612,Int_t,improved_michel_vvec_sz,1,1,0
613,Double_t,improved_michel_vvec,1,1,0
614,Int_t,improved_michel_xvec_sz,1,1,0
615,Double_t,improved_michel_xvec,1,1,0
616,Int_t,improved_michel_yvec_sz,1,1,0
617,Double_t,improved_michel_yvec,1,1,0
618,Int_t,improved_michel_zvec_sz,1,1,0
619,Double_t,improved_michel_zvec,1,1,0
620,Int_t,muon_thetaX_allNodes_sz,1,1,0
621,Double_t,muon_thetaX_allNodes,1,1,0
622,Int_t,muon_thetaY_allNodes_sz,1,1,0
623,Double_t,muon_thetaY_allNodes,1,1,0
624,Int_t,muon_theta_allNodes_sz,1,1,0
625,Double_t,muon_theta_allNodes,1,1,0
626,Int_t,nonvtx_iso_blobs_closer_endpoint_u_in_prong_sz,1,1,0
627,Double_t,nonvtx_iso_blobs_closer_endpoint_u_in_prong,1,1,0
628,Int_t,nonvtx_iso_blobs_closer_endpoint_v_in_prong_sz,1,1,0
629,Double_t,nonvtx_iso_blobs_closer_endpoint_v_in_prong,1,1,0
630,Int_t,nonvtx_iso_blobs_closer_endpoint_x_in_prong_sz,1,1,0
631,Double_t,nonvtx_iso_blobs_closer_endpoint_x_in_prong,1,1,0
632,Int_t,nonvtx_iso_blobs_closer_endpoint_y_in_prong_sz,1,1,0
633,Double_t,nonvtx_iso_blobs_closer_endpoint_y_in_prong,1,1,0
634,Int_t,nonvtx_iso_blobs_closer_endpoint_z_in_prong_sz,1,1,0
635,Double_t,nonvtx_iso_blobs_closer_endpoint_z_in_prong,1,1,0
636,Int_t,nonvtx_iso_blobs_data_energy_fraction_in_prong_sz,1,1,0
637,Double_t,nonvtx_iso_blobs_data_energy_fraction_in_prong,1,1,0
638,Int_t,nonvtx_iso_blobs_distance_in_prong_sz,1,1,0
639,Double_t,nonvtx_iso_blobs_distance_in_prong,1,1,0
640,Int_t,nonvtx_iso_blobs_earliest_hit_time_in_prong_sz,1,1,0
641,Double_t,nonvtx_iso_blobs_earliest_hit_time_in_prong,1,1,0
642,Int_t,nonvtx_iso_blobs_energy_in_prong_sz,1,1,0
643,Double_t,nonvtx_iso_blobs_energy_in_prong,1,1,0
644,Int_t,nonvtx_iso_blobs_farther_endpoint_u_in_prong_sz,1,1,0
645,Double_t,nonvtx_iso_blobs_farther_endpoint_u_in_prong,1,1,0
646,Int_t,nonvtx_iso_blobs_farther_endpoint_v_in_prong_sz,1,1,0
647,Double_t,nonvtx_iso_blobs_farther_endpoint_v_in_prong,1,1,0
648,Int_t,nonvtx_iso_blobs_farther_endpoint_x_in_prong_sz,1,1,0
649,Double_t,nonvtx_iso_blobs_farther_endpoint_x_in_prong,1,1,0
650,Int_t,nonvtx_iso_blobs_farther_endpoint_y_in_prong_sz,1,1,0
651,Double_t,nonvtx_iso_blobs_farther_endpoint_y_in_prong,1,1,0
652,Int_t,nonvtx_iso_blobs_farther_endpoint_z_in_prong_sz,1,1,0
653,Double_t,nonvtx_iso_blobs_farther_endpoint_z_in_prong,1,1,0
654,Int_t,nonvtx_iso_blobs_highest_hit_energy_in_prong_sz,1,1,0
655,Double_t,nonvtx_iso_blobs_highest_hit_energy_in_prong,1,1,0
656,Int_t,nonvtx_iso_blobs_highest_module_u_in_prong_sz,1,1,0
657,Double_t,nonvtx_iso_blobs_highest_module_u_in_prong,1,1,0
658,Int_t,nonvtx_iso_blobs_highest_module_v_in_prong_sz,1,1,0
659,Double_t,nonvtx_iso_blobs_highest_module_v_in_prong,1,1,0
660,Int_t,nonvtx_iso_blobs_highest_module_x_in_prong_sz,1,1,0
661,Double_t,nonvtx_iso_blobs_highest_module_x_in_prong,1,1,0
662,Int_t,nonvtx_iso_blobs_intercept_in_prong_sz,1,1,0
663,Double_t,nonvtx_iso_blobs_intercept_in_prong,1,1,0
664,Int_t,nonvtx_iso_blobs_latest_hit_time_in_prong_sz,1,1,0
665,Double_t,nonvtx_iso_blobs_latest_hit_time_in_prong,1,1,0
666,Int_t,nonvtx_iso_blobs_lowest_module_u_in_prong_sz,1,1,0
667,Double_t,nonvtx_iso_blobs_lowest_module_u_in_prong,1,1,0
668,Int_t,nonvtx_iso_blobs_lowest_module_v_in_prong_sz,1,1,0
669,Double_t,nonvtx_iso_blobs_lowest_module_v_in_prong,1,1,0
670,Int_t,nonvtx_iso_blobs_lowest_module_x_in_prong_sz,1,1,0
671,Double_t,nonvtx_iso_blobs_lowest_module_x_in_prong,1,1,0
672,Int_t,nonvtx_iso_blobs_matched_energy_fraction_in_prong_sz,1,1,0
673,Double_t,nonvtx_iso_blobs_matched_energy_fraction_in_prong,1,1,0
674,Int_t,nonvtx_iso_blobs_slope_in_prong_sz,1,1,0
675,Double_t,nonvtx_iso_blobs_slope_in_prong,1,1,0
676,Int_t,nonvtx_iso_blobs_start_position_x_in_prong_sz,1,1,0
677,Double_t,nonvtx_iso_blobs_start_position_x_in_prong,1,1,0
678,Int_t,nonvtx_iso_blobs_start_position_y_in_prong_sz,1,1,0
679,Double_t,nonvtx_iso_blobs_start_position_y_in_prong,1,1,0
680,Int_t,nonvtx_iso_blobs_start_position_z_in_prong_sz,1,1,0
681,Double_t,nonvtx_iso_blobs_start_position_z_in_prong,1,1,0
682,Int_t,nonvtx_iso_blobs_time_difference_in_prong_sz,1,1,0
683,Double_t,nonvtx_iso_blobs_time_difference_in_prong,1,1,0
684,Int_t,nonvtx_iso_blobs_time_in_prong_sz,1,1,0
685,Double_t,nonvtx_iso_blobs_time_in_prong,1,1,0
686,Int_t,prong_llr_score_vec_sz,1,1,0
687,Double_t,prong_llr_score_vec,1,1,0
688,Double_t[4],proton_prong_4p,1,1,0
689,Double_t[4],proton_prong_tpos,1,1,0
690,Int_t,proton_prong_tpos_t_sz,1,1,0
691,Double_t,proton_prong_tpos_t,1,1,0
692,Int_t,proton_prong_tpos_x_sz,1,1,0
693,Double_t,proton_prong_tpos_x,1,1,0
694,Int_t,proton_prong_tpos_y_sz,1,1,0
695,Double_t,proton_prong_tpos_y,1,1,0
696,Int_t,proton_prong_tpos_z_sz,1,1,0
697,Double_t,proton_prong_tpos_z,1,1,0
698,Int_t,recoil_centroid_position_sz,1,1,0
699,Double_t,recoil_centroid_position,1,1,0
700,Int_t,recoil_data_fraction_sz,1,1,0
701,Double_t,recoil_data_fraction,1,1,0
702,Int_t,recoil_summed_energy_sz,1,1,0
703,Double_t,recoil_summed_energy,1,1,0
704,Int_t,recoil_summed_energy_edge_sz,1,1,0
705,Double_t,recoil_summed_energy_edge,1,1,0
706,Int_t,seco_protons_prong_4p_E_sz,1,1,0
707,Double_t,seco_protons_prong_4p_E,1,1,0
708,Int_t,seco_protons_prong_4p_px_sz,1,1,0
709,Double_t,seco_protons_prong_4p_px,1,1,0
710,Int_t,seco_protons_prong_4p_py_sz,1,1,0
711,Double_t,seco_protons_prong_4p_py,1,1,0
712,Int_t,seco_protons_prong_4p_pz_sz,1,1,0
713,Double_t,seco_protons_prong_4p_pz,1,1,0
714,Int_t,slice_hit_energy_sz,1,1,0
715,Double_t,slice_hit_energy,1,1,0
716,Int_t,slice_hit_time_sz,1,1,0
717,Double_t,slice_hit_time,1,1,0
718,Int_t,truth_has_michel_from_pion_minus_momentum_sz,1,1,0
719,Double_t,truth_has_michel_from_pion_minus_momentum,1,1,0
720,Int_t,truth_has_michel_from_pion_plus_momentum_sz,1,1,0
721,Double_t,truth_has_michel_from_pion_plus_momentum,1,1,0
722,Int_t,visE_clusters_at_end_proton_prong_sz,1,1,0
723,Double_t,visE_clusters_at_end_proton_prong,1,1,0
724,Int_t,vtx_blobs_iso_distance_in_prong_sz,1,1,0
725,Double_t,vtx_blobs_iso_distance_in_prong,1,1,0
726,Int_t,vtx_blobs_iso_energy_clusters_outside_radius_in_prong_sz,1,1,0
727,Double_t,vtx_blobs_iso_energy_clusters_outside_radius_in_prong,1,1,0
728,Int_t,vtx_blobs_iso_energy_in_prong_sz,1,1,0
729,Double_t,vtx_blobs_iso_energy_in_prong,1,1,0
730,Int_t,vtx_blobs_vtx_distance_in_prong_sz,1,1,0
731,Double_t,vtx_blobs_vtx_distance_in_prong,1,1,0
732,Int_t,vtx_blobs_vtx_energy_in_prong_sz,1,1,0
733,Double_t,vtx_blobs_vtx_energy_in_prong,1,1,0
734,Bool_t,truth_has_physics_event,0,1,1
735,Bool_t,truth_is_fiducial,0,1,1
736,Int_t,truth_hadronReweightNPaths,0,1,1
737,Int_t,truth_hadronReweightNPoints,0,1,1
738,Int_t,truth_reco_has_michel_electron,0,1,1
739,Int_t,truth_reco_has_muon_charge,0,1,1
740,Int_t,truth_reco_has_single_proton,0,1,1
741,Int_t,truth_reco_is_fiducial,0,1,1
742,Int_t,truth_reco_is_minos_match,0,1,1
743,Int_t,truth_reco_muon_is_minos_match_stub,0,1,1
744,Int_t,truth_reco_muon_is_minos_match_track,0,1,1
745,Int_t,truth_reco_pass_CCQENu_precuts,0,1,1
746,Int_t,truth_hadronReweightID_sz,0,1,1
747,Int_t,truth_hadronReweightID,0,1,1
748,Int_t,truth_hadronReweightIntCode_sz,0,1,1
749,Int_t,truth_hadronReweightIntCode,0,1,1
750,Int_t,truth_hadronReweightIntCodePerSegment_sz,0,1,1
751,Int_t,truth_hadronReweightIntCodePerSegment,0,1,1
752,Int_t,truth_hadronReweightNTrajPoints_sz,0,1,1
753,Int_t,truth_hadronReweightNTrajPoints,0,1,1
754,Int_t,truth_hadronReweightNTrajPointsSaved_sz,0,1,1
755,Int_t,truth_hadronReweightNTrajPointsSaved,0,1,1
756,Int_t,truth_hadronReweightNuke_sz,0,1,1
757,Int_t,truth_hadronReweightNuke,0,1,1
758,Int_t,truth_hadronReweightPDG_sz,0,1,1
759,Int_t,truth_hadronReweightPDG,0,1,1
760,Int_t,truth_hadronReweightParentID_sz,0,1,1
761,Int_t,truth_hadronReweightParentID,0,1,1
762,Int_t,truth_hadronReweightTrackID_sz,0,1,1
763,Int_t,truth_hadronReweightTrackID,0,1,1
764,Int_t,truth_hadronReweightTrajPointFlag_sz,0,1,1
765,Int_t,truth_hadronReweightTrajPointFlag,0,1,1
766,Int_t,genie_wgt_n_shifts,0,1,1
767,Double_t,truth_genie_wgt_AGKYxF1pi,0,1,1
768,Double_t,truth_genie_wgt_AhtBY,0,1,1
769,Double_t,truth_genie_wgt_BhtBY,0,1,1
770,Double_t,truth_genie_wgt_CCQEPauliSupViaKF,0,1,1
771,Double_t,truth_genie_wgt_CV1uBY,0,1,1
772,Double_t,truth_genie_wgt_CV2uBY,0,1,1
773,Double_t,truth_genie_wgt_EtaNCEL,0,1,1
774,Double_t,truth_genie_wgt_FrAbs_N,0,1,1
775,Double_t,truth_genie_wgt_FrAbs_pi,0,1,1
776,Double_t,truth_genie_wgt_FrCEx_N,0,1,1
777,Double_t,truth_genie_wgt_FrCEx_pi,0,1,1
778,Double_t,truth_genie_wgt_FrElas_N,0,1,1
779,Double_t,truth_genie_wgt_FrElas_pi,0,1,1
780,Double_t,truth_genie_wgt_FrInel_N,0,1,1
781,Double_t,truth_genie_wgt_FrInel_pi,0,1,1
782,Double_t,truth_genie_wgt_FrPiProd_N,0,1,1
783,Double_t,truth_genie_wgt_FrPiProd_pi,0,1,1
784,Double_t,truth_genie_wgt_MFP_N,0,1,1
785,Double_t,truth_genie_wgt_MFP_pi,0,1,1
786,Double_t,truth_genie_wgt_MaCCQE,0,1,1
787,Double_t,truth_genie_wgt_MaCCQEshape,0,1,1
788,Double_t,truth_genie_wgt_MaNCEL,0,1,1
789,Double_t,truth_genie_wgt_MaRES,0,1,1
790,Double_t,truth_genie_wgt_MvRES,0,1,1
791,Double_t,truth_genie_wgt_NormCCQE,0,1,1
792,Double_t,truth_genie_wgt_NormCCRES,0,1,1
793,Double_t,truth_genie_wgt_NormDISCC,0,1,1
794,Double_t,truth_genie_wgt_NormNCRES,0,1,1
795,Double_t,truth_genie_wgt_RDecBR1gamma,0,1,1
796,Double_t,truth_genie_wgt_Rvn1pi,0,1,1
797,Double_t,truth_genie_wgt_Rvn2pi,0,1,1
798,Double_t,truth_genie_wgt_Rvp1pi,0,1,1
799,Double_t,truth_genie_wgt_Rvp2pi,0,1,1
800,Double_t,truth_genie_wgt_Theta_Delta2Npi,0,1,1
801,Double_t,truth_genie_wgt_VecFFCCQEshape,0,1,1
802,Double_t,truth_genie_wgt_shifts,0,1,1
803,Int_t,truth_hadronReweightColumnarDensity_sz,0,1,1
804,Double_t,truth_hadronReweightColumnarDensity,0,1,1
805,Int_t,truth_hadronReweightFinalE_sz,0,1,1
806,Double_t,truth_hadronReweightFinalE,0,1,1
807,Int_t,truth_hadronReweightFinalSigmaE_sz,0,1,1
808,Double_t,truth_hadronReweightFinalSigmaE,0,1,1
809,Int_t,truth_hadronReweightInitialE_sz,0,1,1
810,Double_t,truth_hadronReweightInitialE,0,1,1
811,Int_t,truth_hadronReweightInitialSigmaE_sz,0,1,1
812,Double_t,truth_hadronReweightInitialSigmaE,0,1,1
813,Int_t,truth_hadronReweightPosX_sz,0,1,1
814,Double_t,truth_hadronReweightPosX,0,1,1
815,Int_t,truth_hadronReweightPosY_sz,0,1,1
816,Double_t,truth_hadronReweightPosY,0,1,1
817,Int_t,truth_hadronReweightPosZ_sz,0,1,1
818,Double_t,truth_hadronReweightPosZ,0,1,1
819,Int_t,truth_hadronReweightTimeDelta_sz,0,1,1
820,Double_t,truth_hadronReweightTimeDelta,0,1,1
821,Int_t,CCQENu_nuFlavor,1,1,0
822,Int_t,CCQENu_nuHelicity,1,1,0
823,Int_t,CCQENu_intCurrent,1,1,0
824,Int_t,CCQENu_intType,1,1,0
825,Double_t,CCQENu_E,1,1,0
826,Double_t,CCQENu_Q2,1,1,0
827,Double_t,CCQENu_x,1,1,0
828,Double_t,CCQENu_y,1,1,0
829,Double_t,CCQENu_W,1,1,0
830,Double_t,CCQENu_score,1,1,0
831,Double_t[4],CCQENu_leptonE,1,1,0
832,Double_t[4],CCQENu_vtx,1,1,0
833,Bool_t,CCQENu_minos_trk_is_contained,1,1,0
834,Bool_t,CCQENu_minos_trk_is_ok,1,1,0
835,Bool_t,CCQENu_minos_used_range,1,1,0
836,Bool_t,CCQENu_minos_used_curvature,1,1,0
837,Int_t,CCQENu_EvtHasNBlobIncTracks,1,1,0
838,Int_t,CCQENu_EvtHasNBlobTracks,1,1,0
839,Int_t,CCQENu_minos_trk_end_plane,1,1,0
840,Int_t,CCQENu_minos_trk_quality,1,1,0
841,Int_t,CCQENu_proton_patternRec,1,1,0
842,Int_t,CCQENu_proton_prongType,1,1,0
843,Int_t,CCQENu_r_minos_trk_vtx_plane,1,1,0
844,Int_t,CCQENu_t_minos_trk_numFSMuons,1,1,0
845,Int_t,CCQENu_t_minos_trk_primFSLeptonPDG,1,1,0
846,Double_t,CCQENu_enu_muon,1,1,0
847,Double_t,CCQENu_enu_proton,1,1,0
848,Double_t,CCQENu_minos_trk_bave,1,1,0
849,Double_t,CCQENu_minos_trk_chi2,1,1,0
850,Double_t,CCQENu_minos_trk_end_u,1,1,0
851,Double_t,CCQENu_minos_trk_end_v,1,1,0
852,Double_t,CCQENu_minos_trk_end_x,1,1,0
853,Double_t,CCQENu_minos_trk_end_y,1,1,0
854,Double_t,CCQENu_minos_trk_end_z,1,1,0
855,Double_t,CCQENu_minos_trk_eqp,1,1,0
856,Double_t,CCQENu_minos_trk_eqp_qp,1,1,0
857,Double_t,CCQENu_minos_trk_fit_pass,1,1,0
858,Double_t,CCQENu_minos_trk_ndf,1,1,0
859,Double_t,CCQENu_minos_trk_p,1,1,0
860,Double_t,CCQENu_minos_trk_p_curvature,1,1,0
861,Double_t,CCQENu_minos_trk_p_range,1,1,0
862,Double_t,CCQENu_minos_trk_qp,1,1,0
863,Double_t,CCQENu_minos_trk_vtx_x,1,1,0
864,Double_t,CCQENu_minos_trk_vtx_y,1,1,0
865,Double_t,CCQENu_minos_trk_vtx_z,1,1,0
866,Double_t,CCQENu_muon_E,1,1,0
867,Double_t,CCQENu_muon_P,1,1,0
868,Double_t,CCQENu_muon_T,1,1,0
869,Double_t,CCQENu_muon_score,1,1,0
870,Double_t,CCQENu_muon_theta,1,1,0
871,Double_t,CCQENu_pion_score,1,1,0
872,Double_t,CCQENu_pion_score1,1,1,0
873,Double_t,CCQENu_pion_score2,1,1,0
874,Double_t,CCQENu_proton_E_BetheBloch_biasDown,1,1,0
875,Double_t,CCQENu_proton_E_BetheBloch_biasUp,1,1,0
876,Double_t,CCQENu_proton_E_Birks_bias,1,1,0
877,Double_t,CCQENu_proton_E_MEU_biasDown,1,1,0
878,Double_t,CCQENu_proton_E_MEU_biasUp,1,1,0
879,Double_t,CCQENu_proton_E_Mass_biasDown,1,1,0
880,Double_t,CCQENu_proton_E_Mass_biasUp,1,1,0
881,Double_t,CCQENu_proton_E_fromdEdx,1,1,0
882,Double_t,CCQENu_proton_P_fromdEdx,1,1,0
883,Double_t,CCQENu_proton_Px_fromdEdx,1,1,0
884,Double_t,CCQENu_proton_Py_fromdEdx,1,1,0
885,Double_t,CCQENu_proton_Pz_fromdEdx,1,1,0
886,Double_t,CCQENu_proton_T_fromdEdx,1,1,0
887,Double_t,CCQENu_proton_calib_energy,1,1,0
888,Double_t,CCQENu_proton_endPointX,1,1,0
889,Double_t,CCQENu_proton_endPointY,1,1,0
890,Double_t,CCQENu_proton_endPointZ,1,1,0
891,Double_t,CCQENu_proton_phi,1,1,0
892,Double_t,CCQENu_proton_score,1,1,0
893,Double_t,CCQENu_proton_score1,1,1,0
894,Double_t,CCQENu_proton_score1_BetheBloch_biasDown,1,1,0
895,Double_t,CCQENu_proton_score1_BetheBloch_biasUp,1,1,0
896,Double_t,CCQENu_proton_score1_Birks_bias,1,1,0
897,Double_t,CCQENu_proton_score1_MEU_biasDown,1,1,0
898,Double_t,CCQENu_proton_score1_MEU_biasUp,1,1,0
899,Double_t,CCQENu_proton_score1_Mass_biasDown,1,1,0
900,Double_t,CCQENu_proton_score1_Mass_biasUp,1,1,0
901,Double_t,CCQENu_proton_score2,1,1,0
902,Double_t,CCQENu_proton_startPointX,1,1,0
903,Double_t,CCQENu_proton_startPointY,1,1,0
904,Double_t,CCQENu_proton_startPointZ,1,1,0
905,Double_t,CCQENu_proton_theta,1,1,0
906,Double_t,CCQENu_proton_thetaX,1,1,0
907,Double_t,CCQENu_proton_thetaY,1,1,0
908,Double_t,CCQENu_proton_theta_fromdEdx,1,1,0
909,Double_t,CCQENu_r_minos_trk_bdL,1,1,0
910,Double_t,CCQENu_r_minos_trk_end_dcosx,1,1,0
911,Double_t,CCQENu_r_minos_trk_end_dcosy,1,1,0
912,Double_t,CCQENu_r_minos_trk_end_dcosz,1,1,0
913,Double_t,CCQENu_r_minos_trk_vtx_dcosx,1,1,0
